year4,sampledate,wellid,well_level,flag
2009,2009-10-19,D3,2.79,N
2009,2009-11-17,D3,2.76,N
1985,1985-01-14,D4,-1.97,N
1985,1985-05-22,D4,-0.75,N
1985,1985-10-06,D4,-0.97,N
1985,1985-11-16,D4,-1.17,N
1986,1986-05-13,D4,-1.16,N
1986,1986-07-01,D4,-1.69,N
1986,1986-09-03,D4,-2.15,N
1987,1987-07-13,D4,,D
1987,1987-08-23,D4,,D
1987,1987-09-03,D4,,D
1987,1987-10-10,D4,,D
1987,1987-11-16,D4,,D
1987,1987-12-14,D4,,D
1988,1988-01-25,D4,,D
1988,1988-02-18,D4,,D
1988,1988-03-24,D4,,D
1988,1988-04-21,D4,-1.83,N
1988,1988-06-01,D4,-2.02,N
1988,1988-06-20,D4,-2.15,N
1988,1988-08-22,D4,,D
1988,1988-09-27,D4,,D
1988,1988-10-27,D4,,D
1988,1988-11-22,D4,,D
1989,1989-01-27,D4,,D
1989,1989-02-20,D4,,D
1989,1989-03-23,D4,,D
1989,1989-04-20,D4,-1.61,N
1989,1989-06-13,D4,-1.26,N
1989,1989-08-18,D4,,D
1989,1989-09-29,D4,,D
1989,1989-10-26,D4,,D
1989,1989-12-01,D4,,D
1990,1990-01-10,D4,,D
1990,1990-02-15,D4,,D
1990,1990-03-21,D4,,D
1990,1990-04-24,D4,,D
1990,1990-05-24,D4,-1.79,N
1990,1990-07-03,D4,,D
1990,1990-08-17,D4,,D
1990,1990-09-14,D4,,D
1990,1990-10-17,D4,-1.84,N
1990,1990-11-15,D4,-1.54,N
1990,1990-12-13,D4,-1.65,N
1991,1991-01-10,D4,-1.93,N
1991,1991-02-13,D4,-2.11,N
1991,1991-04-17,D4,-1.04,N
1991,1991-05-31,D4,-0.84,N
1991,1991-07-01,D4,-1,N
1991,1991-07-29,D4,-1.31,N
1991,1991-10-04,D4,-2.04,N
1991,1991-10-24,D4,-2.08,N
1991,1991-11-22,D4,-1.59,N
1992,1992-01-07,D4,-1.67,N
1992,1992-02-05,D4,-1.68,N
1992,1992-03-09,D4,-1.69,N
1992,1992-04-02,D4,-1.72,N
1992,1992-05-08,D4,-1.12,N
1992,1992-06-11,D4,-1.34,N
1992,1992-09-08,D4,,D
1992,1992-10-05,D4,,D
1992,1992-12-10,D4,,D
1993,1993-01-04,D4,,D
1993,1993-02-12,D4,,D
1993,1993-03-19,D4,,D
1993,1993-05-05,D4,-1.19,N
1993,1993-06-22,D4,-1.23,N
1993,1993-07-26,D4,-1.63,N
1993,1993-08-25,D4,-1.97,N
1993,1993-10-01,D4,,D
1993,1993-11-04,D4,,D
1993,1993-12-16,D4,,D
1994,1994-01-06,D4,,D
1994,1994-02-17,D4,,D
1994,1994-03-22,D4,,D
1994,1994-04-18,D4,,D
1994,1994-05-11,D4,,D
1994,1994-07-29,D4,,D
1994,1994-09-07,D4,,D
1994,1994-10-14,D4,,D
1994,1994-11-29,D4,-1.91,N
1995,1995-05-29,D4,-1.75,N
1995,1995-07-01,D4,-1.37,N
1995,1995-08-25,D4,,D
1995,1995-10-04,D4,,D
1996,1996-05-29,D4,-0.61,N
1996,1996-07-25,D4,-1.2,N
1996,1996-09-06,D4,-1.19,N
1996,1996-10-14,D4,-2.09,N
1996,1996-12-05,D4,-1.5,N
1997,1997-03-04,D4,,D
1997,1997-04-12,D4,-1.01,N
1997,1997-05-26,D4,-0.96,N
1997,1997-07-14,D4,-1.46,N
1997,1997-09-05,D4,-2.03,N
1997,1997-10-29,D4,-2.11,N
1997,1997-12-04,D4,,D
1998,1998-01-09,D4,,D
1998,1998-03-13,D4,,D
1998,1998-04-14,D4,-1.52,N
1998,1998-07-08,D4,-2.08,N
1998,1998-10-01,D4,,D
1998,1998-10-26,D4,,D
1998,1998-12-02,D4,,D
1999,1999-03-31,D4,,D
1999,1999-04-28,D4,,D
1999,1999-07-08,D4,-1.8,N
1999,1999-09-15,D4,-2,N
1999,1999-10-15,D4,,D
1999,1999-12-01,D4,,D
2000,2000-01-10,D4,,D
2000,2000-03-01,D4,,D
2000,2000-04-19,D4,-2.03,N
2000,2000-06-28,D4,,D
2000,2000-09-11,D4,-1.92,N
2000,2000-10-17,D4,,D
2000,2000-12-02,D4,,D
2001,2001-03-21,D4,,D
2001,2001-05-10,D4,-1.32,N
2001,2001-06-12,D4,-1.25,N
2001,2001-07-13,D4,-1.7,N
2001,2001-11-07,D4,,D
2001,2001-12-14,D4,,D
2002,2002-04-10,D4,,D
2002,2002-05-24,D4,-0.71,N
2002,2002-08-09,D4,-1.68,N
2002,2002-11-30,D4,-1.64,N
2003,2003-03-14,D4,,D
2003,2003-05-13,D4,-0.75,N
2003,2003-07-31,D4,-2.02,N
2003,2003-09-09,D4,,D
2003,2003-10-08,D4,,D
2004,2004-06-06,D4,-0.98,N
2004,2004-07-15,D4,-1.62,N
2004,2004-09-21,D4,,D
2004,2004-10-17,D4,,D
2004,2004-12-02,D4,,D
2005,2005-04-30,D4,,D
2005,2005-06-08,D4,,D
2005,2005-07-11,D4,,D
2005,2005-08-12,D4,,D
2005,2005-11-04,D4,,D
2006,2006-02-09,D4,,D
2006,2006-04-24,D4,-1.59,N
2006,2006-07-12,D4,-1.85,N
2006,2006-08-17,D4,,D
2006,2006-10-05,D4,,D
2006,2006-11-09,D4,,D
2007,2007-04-02,D4,,D
2007,2007-05-11,D4,,D
2007,2007-06-20,D4,,D
2007,2007-08-30,D4,,D
2007,2007-11-05,D4,,D
2008,2008-02-06,D4,,D
2008,2008-04-30,D4,1.38,N
2008,2008-06-12,D4,1.64,N
2008,2008-08-20,D4,,D
2008,2008-10-09,D4,,D
2008,2008-11-20,D4,,D
2009,2009-02-02,D4,,D
2009,2009-03-26,D4,,D
2009,2009-05-07,D4,,D
2009,2009-06-23,D4,,D
2009,2009-07-06,D4,,D
2009,2009-08-14,D4,,D
2009,2009-09-18,D4,,D
2009,2009-10-19,D4,,D
2009,2009-11-17,D4,,D
1984,1984-04-23,K1,501.86,
1985,1985-01-14,K1,501.69,
1985,1985-05-22,K1,501.85,
1985,1985-07-07,K1,501.83,
1985,1985-07-09,K1,501.83,
1985,1985-07-26,K1,501.78,
1985,1985-10-06,K1,501.9,
1985,1985-11-16,K1,501.86,
1986,1986-03-01,K1,501.88,
1986,1986-05-13,K1,501.94,
1986,1986-07-01,K1,501.93,
1986,1986-09-03,K1,501.77,
1987,1987-06-09,K1,501.66,
1987,1987-07-13,K1,501.6,
1987,1987-08-23,K1,501.45,
1987,1987-09-03,K1,501.44,
1987,1987-10-10,K1,501.43,
1987,1987-11-16,K1,501.42,
1987,1987-12-14,K1,501.48,
1988,1988-01-25,K1,501.46,
1988,1988-02-18,K1,501.42,
1988,1988-03-24,K1,501.41,
1988,1988-04-21,K1,501.48,
1988,1988-06-01,K1,501.37,
1988,1988-06-20,K1,501.3,
1988,1988-08-22,K1,501.24,
1988,1988-09-27,K1,501.23,
1988,1988-10-27,K1,501.18,
1988,1988-11-22,K1,501.26,
1989,1989-01-27,K1,501.26,
1989,1989-02-20,K1,501.22,
1989,1989-03-23,K1,501.23,
1989,1989-04-20,K1,501.29,
1989,1989-06-13,K1,501.33,
1989,1989-08-18,K1,501.15,
1989,1989-09-29,K1,501.05,
1989,1989-10-26,K1,500.99,
1989,1989-12-01,K1,500.96,
1990,1990-01-10,K1,500.94,
1990,1990-02-15,K1,,F
1990,1990-03-21,K1,,F
1990,1990-04-24,K1,501,
1990,1990-05-24,K1,501.05,
1990,1990-07-03,K1,501.02,
1990,1990-08-17,K1,500.99,
1990,1990-09-14,K1,501.1,
1990,1990-10-17,K1,501.12,
1990,1990-11-15,K1,501.06,
1990,1990-12-13,K1,501.05,
1991,1991-01-10,K1,501.02,
1991,1991-02-13,K1,501.01,
1991,1991-04-17,K1,501.24,
1991,1991-05-31,K1,501.31,
1991,1991-07-01,K1,501.35,
1991,1991-07-29,K1,501.39,
1991,1991-10-04,K1,501.27,
1991,1991-10-24,K1,501.25,
1991,1991-11-22,K1,501.36,
1992,1992-01-07,K1,501.41,
1992,1992-02-05,K1,501.4,
1992,1992-03-09,K1,501.4,
1992,1992-04-02,K1,501.48,
1992,1992-05-08,K1,501.54,
1992,1992-06-11,K1,501.49,
1992,1992-09-08,K1,501.41,
1992,1992-10-05,K1,501.39,
1992,1992-12-10,K1,501.42,
1993,1993-01-04,K1,501.45,
1993,1993-02-12,K1,501.45,
1993,1993-03-19,K1,,F
1993,1993-05-05,K1,501.56,
1993,1993-06-18,K1,501.75,
1993,1993-06-22,K1,502.83,
1993,1993-07-26,K1,501.59,
1993,1993-08-25,K1,501.55,
1993,1993-10-01,K1,501.56,
1993,1993-11-04,K1,501.53,
1993,1993-12-16,K1,501.53,
1994,1994-01-06,K1,501.49,
1994,1994-02-17,K1,501.48,
1994,1994-03-22,K1,501.56,
1994,1994-04-18,K1,501.56,
1994,1994-05-11,K1,501.57,
1994,1994-07-29,K1,501.58,
1994,1994-09-07,K1,501.58,
1994,1994-10-14,K1,501.6,
1994,1994-11-29,K1,501.6,
1995,1995-05-29,K1,501.77,
1995,1995-07-01,K1,501.65,
1995,1995-08-25,K1,501.65,
1995,1995-10-04,K1,501.62,
1996,1996-05-29,K1,501.85,
1996,1996-07-25,K1,501.87,
1996,1996-09-06,K1,501.86,
1996,1996-10-14,K1,501.8,
1996,1996-12-05,K1,501.89,
1997,1997-03-04,K1,501.93,
1997,1997-04-12,K1,502,
1997,1997-05-26,K1,502.02,
1997,1997-07-14,K1,502.04,
1997,1997-07-31,K1,502.01,
1997,1997-09-05,K1,501.96,
1997,1997-10-29,K1,501.88,
1997,1997-12-04,K1,501.84,
1998,1998-01-09,K1,501.81,
1998,1998-03-13,K1,501.82,
1998,1998-04-14,K1,501.9,
1998,1998-07-08,K1,501.83,
1998,1998-10-01,K1,501.54,
1998,1998-10-26,K1,501.48,
1998,1998-12-02,K1,501.44,
1999,1999-03-31,K1,501.47,
1999,1999-04-28,K1,501.45,
1999,1999-07-08,K1,501.6,
1999,1999-09-15,K1,501.52,
1999,1999-10-15,K1,501.44,
1999,1999-12-01,K1,501.35,
2000,2000-01-10,K1,501.33,
2000,2000-03-01,K1,501.38,
2000,2000-04-19,K1,501.38,
2000,2000-06-28,K1,501.39,
2000,2000-09-11,K1,501.42,
2000,2000-10-17,K1,501.32,
2000,2000-12-02,K1,501.25,
2001,2001-03-21,K1,501.27,
2001,2001-05-10,K1,501.42,
2001,2001-06-12,K1,501.46,
2001,2001-07-13,K1,501.25,
2001,2001-08-15,K1,501.27,
2001,2001-10-01,K1,501.25,
2001,2001-11-07,K1,501.2,
2001,2001-12-14,K1,501.27,
2002,2002-04-10,K1,501.33,
2002,2002-05-24,K1,501.52,
2002,2002-08-09,K1,501.5,
2002,2002-11-30,K1,501.56,
2003,2003-03-14,K1,501.45,
2003,2003-05-13,K1,501.74,
2003,2003-07-31,K1,501.54,
2003,2003-09-09,K1,501.43,
2003,2003-10-08,K1,501.33,
2004,2004-06-06,K1,501.65,
2004,2004-07-15,K1,501.51,
2004,2004-09-21,K1,501.34,
2004,2004-10-17,K1,501.32,
2004,2004-12-02,K1,501.29,
2005,2005-04-30,K1,501.33,
2005,2005-05-26,K1,501.32,
2005,2005-06-08,K1,501.31,
2005,2005-07-11,K1,501.22,
2005,2005-08-12,K1,501.14,
2005,2005-11-04,K1,501.17,
2006,2006-02-09,K1,501.21,
2006,2006-04-24,K1,501.26,
2006,2006-07-12,K1,501.16,
2006,2006-08-17,K1,501.08,
2006,2006-10-05,K1,501,
2006,2006-11-09,K1,500.94,
2007,2007-04-02,K1,501.04,
2007,2007-05-11,K1,501,
2007,2007-06-20,K1,500.92,
2007,2007-08-30,K1,500.67,
2007,2007-11-05,K1,500.72,
2008,2008-02-06,K1,500.7,
2008,2008-04-30,K1,500.85,
2008,2008-06-12,K1,500.73,
2008,2008-08-20,K1,500.66,
2008,2008-10-09,K1,500.59,
2008,2008-11-20,K1,500.56,
2009,2009-02-02,K1,500.57,
2009,2009-03-26,K1,500.57,
2009,2009-05-07,K1,500.65,
2009,2009-06-03,K1,500.59,
2009,2009-06-23,K1,500.48,
2009,2009-07-06,K1,500.52,
2009,2009-08-13,K1,500.44,
2009,2009-09-18,K1,500.38,
2009,2009-10-19,K1,,D
2009,2009-11-17,K1,,D
1985,1985-01-14,K10,500.5,
1985,1985-05-22,K10,501.05,
1985,1985-07-07,K10,500.96,
1985,1985-10-06,K10,500.73,
1985,1985-11-16,K10,500.95,
1986,1986-05-13,K10,501.11,
1986,1986-07-01,K10,500.96,
1986,1986-09-03,K10,500.63,
1987,1987-06-09,K10,500.44,
1987,1987-07-13,K10,500.37,
1987,1987-08-23,K10,500.26,
1987,1987-09-03,K10,500.18,
1987,1987-10-10,K10,500.18,
1987,1987-11-16,K10,500.17,
1987,1987-12-14,K10,500.16,
1988,1988-01-25,K10,500.16,
1988,1988-02-18,K10,500.14,
1988,1988-03-24,K10,500.11,
1988,1988-04-21,K10,500.31,
1988,1988-06-01,K10,500.27,
1988,1988-06-20,K10,500.18,
1988,1988-08-22,K10,500.01,
1988,1988-09-27,K10,499.96,
1988,1988-10-27,K10,499.93,
1988,1988-11-22,K10,499.98,
1989,1989-01-27,K10,500,
1989,1989-02-20,K10,499.96,
1989,1989-03-23,K10,499.92,
1989,1989-04-20,K10,500,
1989,1989-06-13,K10,500.19,
1989,1989-08-18,K10,500.01,
1989,1989-09-29,K10,499.9,
1989,1989-10-26,K10,499.86,
1989,1989-12-01,K10,499.78,
1990,1990-01-10,K10,499.71,
1990,1990-02-15,K10,499.67,
1990,1990-03-21,K10,499.67,
1990,1990-04-24,K10,499.67,
1990,1990-05-24,K10,499.78,
1990,1990-07-03,K10,500.41,
1990,1990-08-17,K10,499.76,
1990,1990-09-14,K10,499.79,
1990,1990-10-17,K10,499.83,
1990,1990-11-15,K10,500.05,
1990,1990-12-13,K10,500,
1991,1991-01-10,K10,499.92,
1991,1991-02-13,K10,499.87,
1991,1991-04-17,K10,500.03,
1991,1991-05-31,K10,500.38,
1991,1991-07-01,K10,500.44,
1991,1991-07-29,K10,500.41,
1991,1991-10-04,K10,500.23,
1991,1991-10-24,K10,500.19,
1991,1991-11-22,K10,500.34,
1992,1992-01-07,K10,500.43,
1992,1992-02-05,K10,500.43,
1992,1992-03-09,K10,500.36,
1992,1992-04-02,K10,500.29,
1992,1992-05-08,K10,500.73,
1992,1992-06-11,K10,500.58,
1992,1992-09-08,K10,500.29,
1992,1992-10-05,K10,500.24,
1992,1992-12-10,K10,500.28,
1993,1993-01-04,K10,500.28,
1993,1993-02-12,K10,500.21,
1993,1993-03-19,K10,500.15,
1993,1993-05-05,K10,500.48,
1993,1993-06-22,K10,500.57,
1993,1993-07-26,K10,500.61,
1993,1993-08-25,K10,500.49,
1993,1993-10-01,K10,500.41,
1993,1993-11-04,K10,500.36,
1993,1993-12-16,K10,500.33,
1994,1994-01-06,K10,500.25,
1994,1994-02-17,K10,500.22,
1994,1994-03-22,K10,500.16,
1994,1994-04-18,K10,500.45,
1994,1994-05-11,K10,500.47,
1994,1994-07-29,K10,500.41,
1994,1994-09-07,K10,500.43,
1994,1994-10-14,K10,500.46,
1995,1995-05-29,K10,500.6,
1995,1995-07-01,K10,500.58,
1995,1995-08-25,K10,500.44,
1995,1995-10-04,K10,500.41,
1996,1996-05-29,K10,500.95,
1996,1996-07-25,K10,500.9,
1996,1996-09-06,K10,500.93,
1996,1996-10-14,K10,500.65,
1996,1996-12-05,K10,500.78,
1997,1997-03-04,K10,500.65,
1997,1997-04-12,K10,500.89,
1997,1997-05-26,K10,501.14,
1997,1997-07-14,K10,501,
1997,1997-07-31,K10,500.96,
1997,1997-09-05,K10,500.79,
1997,1997-10-29,K10,500.69,
1997,1997-12-04,K10,500.32,
1998,1998-01-09,K10,500.58,
1998,1998-03-13,K10,500.47,
1998,1998-04-14,K10,500.76,
1998,1998-07-08,K10,500.58,
1998,1998-10-01,K10,500.28,
1998,1998-10-26,K10,500.22,
1998,1998-12-02,K10,500.15,
1999,1999-03-31,K10,500,
1999,1999-04-28,K10,500.24,
1999,1999-07-08,K10,500.38,
1999,1999-09-15,K10,500.32,
1999,1999-10-15,K10,500.24,
1999,1999-12-01,K10,500.12,
2000,2000-01-10,K10,500.04,
2000,2000-03-01,K10,499.96,
2000,2000-04-19,K10,500.07,
2000,2000-06-28,K10,500.05,
2000,2000-09-11,K10,500.26,
2000,2000-10-17,K10,500.15,
2000,2000-12-02,K10,499.92,
2001,2001-03-21,K10,499.88,
2001,2001-05-10,K10,500.26,
2001,2001-06-12,K10,500.21,
2001,2001-07-13,K10,500.15,
2001,2001-08-15,K10,500.06,
2001,2001-11-07,K10,499.97,
2001,2001-12-14,K10,499.99,
2002,2002-04-10,K10,499.91,
2002,2002-05-24,K10,500.76,
2002,2002-08-09,K10,500.45,
2002,2002-11-30,K10,500.52,
2003,2003-03-14,K10,500.22,
2003,2003-05-13,K10,500.45,
2003,2003-07-31,K10,500.41,
2003,2003-09-09,K10,500.29,
2003,2003-10-08,K10,500.17,
2004,2004-06-06,K10,500.35,
2004,2004-07-15,K10,500.51,
2004,2004-09-21,K10,500.19,
2004,2004-10-17,K10,500.11,
2004,2004-12-02,K10,500.04,
2005,2005-04-30,K10,500.15,
2005,2005-06-08,K10,500.08,
2005,2005-07-11,K10,500,
2005,2005-08-12,K10,499.91,
2005,2005-11-04,K10,499.93,
2006,2006-02-09,K10,499.93,
2006,2006-04-24,K10,500.12,
2006,2006-07-12,K10,500.06,
2006,2006-08-17,K10,499.94,
2006,2006-10-05,K10,499.82,
2006,2006-11-09,K10,499.75,
2007,2007-04-02,K10,499.69,
2007,2007-05-11,K10,499.76,
2007,2007-06-20,K10,499.7,
2007,2007-08-30,K10,499.52,
2007,2007-11-05,K10,499.49,
2008,2008-02-06,K10,499.45,
2008,2008-04-30,K10,499.62,
2008,2008-06-12,K10,499.75,
2008,2008-08-20,K10,499.62,
2008,2008-10-09,K10,499.48,
2008,2008-11-20,K10,499.4,
2009,2009-02-02,K10,499.28,
2009,2009-03-26,K10,499.26,
2009,2009-05-07,K10,499.4,
2009,2009-06-23,K10,499.43,
2009,2009-07-01,K10,499.45,
2009,2009-07-06,K10,499.41,
2009,2009-08-13,K10,499.32,
2009,2009-09-18,K10,499.24,
2009,2009-10-19,K10,499.19,
2009,2009-11-17,K10,499.16,
1984,1984-04-23,K100,502.08,
1984,1984-05-06,K100,502.15,
1984,1984-06-02,K100,502.04,
1984,1984-08-08,K100,501.81,
1984,1984-09-23,K100,501.74,
1984,1984-12-01,K100,,D
1985,1985-02-22,K100,501.64,
1985,1985-04-20,K100,502.06,
1985,1985-05-03,K100,502.15,
1985,1985-05-21,K100,502.07,
1985,1985-07-09,K100,501.95,
1985,1985-07-26,K100,501.89,
2001,2001-05-10,K100,502.82,
2001,2001-07-13,K100,502.51,
1984,1984-04-23,K101,502.02,
1984,1984-05-06,K101,502.08,
1984,1984-06-02,K101,502,
1984,1984-09-23,K101,,D
1984,1984-12-01,K101,,D
1985,1985-01-14,K101,,F
1985,1985-05-03,K101,502.04,
1985,1985-05-21,K101,501.97,
1985,1985-05-22,K101,501.97,
1985,1985-07-07,K101,501.91,
1985,1985-07-09,K101,501.91,
1985,1985-07-26,K101,501.87,
1985,1985-10-05,K101,502.01,
1985,1985-10-06,K101,502.03,
1986,1986-05-13,K101,502.07,
1988,1988-06-20,K101,,D
1988,1988-08-22,K101,,D
1988,1988-09-27,K101,,D
1988,1988-10-27,K101,,D
1988,1988-11-22,K101,,D
1989,1989-01-27,K101,,D
1989,1989-02-20,K101,,D
1989,1989-03-23,K101,,D
1989,1989-04-20,K101,,D
1989,1989-06-13,K101,,D
1989,1989-08-18,K101,,D
1989,1989-09-29,K101,,D
1989,1989-10-26,K101,,D
1989,1989-12-01,K101,,D
1990,1990-01-10,K101,,D
1990,1990-02-15,K101,,D
1990,1990-03-21,K101,,D
1990,1990-04-24,K101,,D
1990,1990-05-24,K101,,D
1990,1990-07-03,K101,,D
1990,1990-08-17,K101,,D
1990,1990-09-14,K101,,D
1990,1990-10-17,K101,,D
1990,1990-11-15,K101,,D
1990,1990-12-13,K101,,D
1991,1991-01-10,K101,,D
1991,1991-02-13,K101,,D
1991,1991-04-17,K101,,D
1991,1991-05-31,K101,,D
1991,1991-07-01,K101,,D
1991,1991-07-29,K101,,D
1991,1991-10-04,K101,,D
1991,1991-10-24,K101,,D
1991,1991-11-22,K101,,D
1992,1992-01-07,K101,,D
1992,1992-02-05,K101,,D
1992,1992-03-09,K101,,D
1992,1992-04-02,K101,,D
1992,1992-05-08,K101,,D
1992,1992-06-11,K101,,D
1992,1992-09-08,K101,,D
1992,1992-10-05,K101,,D
1992,1992-12-10,K101,,D
1993,1993-01-04,K101,,D
1993,1993-02-12,K101,,D
1993,1993-03-19,K101,,D
1993,1993-05-05,K101,,D
1993,1993-06-22,K101,,D
1993,1993-07-26,K101,,D
1993,1993-08-25,K101,,D
1993,1993-10-01,K101,,D
1993,1993-11-04,K101,,D
1993,1993-12-16,K101,,D
1994,1994-01-06,K101,,D
1994,1994-02-17,K101,,D
1994,1994-03-22,K101,,D
1994,1994-04-18,K101,,D
1994,1994-05-11,K101,,D
1994,1994-07-29,K101,,D
1994,1994-09-07,K101,,D
1994,1994-10-14,K101,,D
1994,1994-11-29,K101,,D
1995,1995-05-29,K101,,D
1995,1995-07-01,K101,,D
1995,1995-08-25,K101,,D
1995,1995-10-04,K101,,D
