lakeid,year4,sample_date,station,towdepth,species_code,species_name,density,individuals_measured,avg_length
FI,1999,1999-02-25,1,16,20901,TROPOCYCLOPS PRASINUS MEXICANUS,533280,225,0.5
FI,1999,1999-03-30,1,16,51000,CHYDORUS,252480,225,0.27
FI,1999,1999-03-30,1,16,10000,COPEPOD NAUPLII,5271600,225,0.19
FI,1999,1999-03-30,1,16,20000,CYCLOPOID,3077040,225,0.65
FI,1999,1999-03-30,1,16,51100,DAPHNIA,174480,375,0.55
FI,1999,1999-03-30,1,16,51103,DAPHNIA MENDOTAE,148560,600,1.13
FI,1999,1999-03-30,1,16,20302,DIACYCLOPS THOMASI,2601840,225,0.9
FI,1999,1999-03-30,1,16,30400,DIAPTOMID,282720,225,1.23
FI,1999,1999-03-30,1,16,53601,SINOBOSMINA FRYEI,579360,225,0.43
FI,1999,1999-03-30,1,16,20901,TROPOCYCLOPS PRASINUS MEXICANUS,328080,225,0.51
FI,1999,1999-04-13,1,16,50901,CERIODAPHNIA LACUSTRIS,5280,15,0.48
FI,1999,1999-04-13,1,16,51000,CHYDORUS,599520,225,0.33
FI,1999,1999-04-13,1,16,10000,COPEPOD NAUPLII,14204880,0,
FI,1999,1999-04-13,1,16,20000,CYCLOPOID,2941200,210,0.62
FI,1999,1999-04-13,1,16,51100,DAPHNIA,68880,195,0.52
FI,1999,1999-04-13,1,16,51103,DAPHNIA MENDOTAE,281040,795,1.03
FI,1999,1999-04-13,1,16,20302,DIACYCLOPS THOMASI,1745280,225,1.03
FI,1999,1999-04-13,1,16,30400,DIAPTOMID,403920,225,1.25
FI,1999,1999-04-13,1,16,20601,MESOCYCLOPS EDAX,80880,75,1.25
FI,1999,1999-04-13,1,16,53601,SINOBOSMINA FRYEI,912480,225,0.38
FI,1999,1999-04-13,1,16,20901,TROPOCYCLOPS PRASINUS MEXICANUS,274800,225,0.51
FI,1999,1999-04-27,1,16,50300,ALONA,10560,30,0.28
FI,1999,1999-04-27,1,16,30000,CALANOID,161520,150,0.68
FI,1999,1999-04-27,1,16,50901,CERIODAPHNIA LACUSTRIS,5280,15,0.32
FI,1999,1999-04-27,1,16,51000,CHYDORUS,1034400,225,0.26
FI,1999,1999-04-27,1,16,10000,COPEPOD NAUPLII,17887200,225,0.19
FI,1999,1999-04-27,1,16,20000,CYCLOPOID,4460160,225,0.65
FI,1999,1999-04-27,1,16,51100,DAPHNIA,472080,375,0.51
FI,1999,1999-04-27,1,16,51103,DAPHNIA MENDOTAE,1464240,1125,0.96
FI,1999,1999-04-27,1,16,20302,DIACYCLOPS THOMASI,306960,225,1.09
FI,1999,1999-04-27,1,16,30400,DIAPTOMID,113040,105,1.28
FI,1999,1999-04-27,1,16,20601,MESOCYCLOPS EDAX,64560,60,1.18
FI,1999,1999-04-27,1,16,53601,SINOBOSMINA FRYEI,2917920,225,0.36
FI,1999,1999-04-27,1,16,20901,TROPOCYCLOPS PRASINUS MEXICANUS,48480,45,0.51
FI,1999,1999-05-11,1,16,20100,ACANTHOCYCLOPS,32400,30,0.92
FI,1999,1999-05-11,1,16,30000,CALANOID,210000,195,0.93
FI,1999,1999-05-11,1,16,50901,CERIODAPHNIA LACUSTRIS,63600,180,0.44
FI,1999,1999-05-11,1,16,51000,CHYDORUS,1712880,225,0.27
FI,1999,1999-05-11,1,16,10000,COPEPOD NAUPLII,12314160,210,0.19
FI,1999,1999-05-11,1,16,20000,CYCLOPOID,5219760,255,0.63
FI,1999,1999-05-11,1,16,51100,DAPHNIA,63600,180,0.53
FI,1999,1999-05-11,1,16,51103,DAPHNIA MENDOTAE,1527840,1125,0.91
FI,1999,1999-05-11,1,16,20302,DIACYCLOPS THOMASI,210000,180,1.11
FI,1999,1999-05-11,1,16,30400,DIAPTOMID,129360,120,1.32
FI,1999,1999-05-11,1,16,53601,SINOBOSMINA FRYEI,7692240,225,0.33
FI,1999,1999-05-24,1,16,30000,CALANOID,290880,135,0.7
FI,1999,1999-05-24,1,16,50901,CERIODAPHNIA LACUSTRIS,191040,225,0.45
FI,1999,1999-05-24,1,16,51000,CHYDORUS,1092960,225,0.29
FI,1999,1999-05-24,1,16,10000,COPEPOD NAUPLII,8629680,225,0.21
FI,1999,1999-05-24,1,16,20000,CYCLOPOID,7724640,195,0.56
FI,1999,1999-05-24,1,16,51100,DAPHNIA,21120,30,0.58
FI,1999,1999-05-24,1,16,51103,DAPHNIA MENDOTAE,3851520,1125,0.93
FI,1999,1999-05-24,1,16,51107,DAPHNIA RETROCURVA,10560,15,0.92
FI,1999,1999-05-24,1,16,20302,DIACYCLOPS THOMASI,161520,75,1.02
FI,1999,1999-05-24,1,16,30400,DIAPTOMID,290880,135,1.26
FI,1999,1999-05-24,1,16,20601,MESOCYCLOPS EDAX,96960,45,1.31
FI,1999,1999-05-24,1,16,53601,SINOBOSMINA FRYEI,7151280,225,0.36
FI,1999,1999-06-09,1,16,20100,ACANTHOCYCLOPS,44160,30,0.82
FI,1999,1999-06-09,1,16,30000,CALANOID,309600,210,0.65
FI,1999,1999-06-09,1,16,50901,CERIODAPHNIA LACUSTRIS,53040,75,0.46
FI,1999,1999-06-09,1,16,51000,CHYDORUS,233520,165,0.26
FI,1999,1999-06-09,1,16,10000,COPEPOD NAUPLII,12023280,225,0.21
FI,1999,1999-06-09,1,16,20000,CYCLOPOID,3693120,225,0.59
FI,1999,1999-06-09,1,16,51103,DAPHNIA MENDOTAE,4339440,1125,1.03
FI,1999,1999-06-09,1,16,30400,DIAPTOMID,176880,120,1.32
FI,1999,1999-06-09,1,16,52301,LEPTODORA KINDTI,480,30,3.95
FI,1999,1999-06-09,1,16,20601,MESOCYCLOPS EDAX,154800,105,1.2
FI,1999,1999-06-09,1,16,53601,SINOBOSMINA FRYEI,1909920,225,0.34
FI,1999,1999-06-22,1,16,20100,ACANTHOCYCLOPS,22080,30,0.86
FI,1999,1999-06-22,1,16,30000,CALANOID,154800,195,0.89
FI,1999,1999-06-22,1,16,51000,CHYDORUS,127440,225,0.26
FI,1999,1999-06-22,1,16,10000,COPEPOD NAUPLII,10617360,225,0.19
FI,1999,1999-06-22,1,16,20000,CYCLOPOID,1039440,225,0.65
FI,1999,1999-06-22,1,16,51103,DAPHNIA MENDOTAE,854160,885,1.31
FI,1999,1999-06-22,1,16,51107,DAPHNIA RETROCURVA,5280,15,1.28
FI,1999,1999-06-22,1,16,20302,DIACYCLOPS THOMASI,11040,15,1.08
FI,1999,1999-06-22,1,16,51202,DIAPHANOSOMA BIRGEI,5280,15,0.56
FI,1999,1999-06-22,1,16,30400,DIAPTOMID,221040,225,1.21
FI,1999,1999-06-22,1,16,52301,LEPTODORA KINDTI,1920,135,4.98
FI,1999,1999-06-22,1,16,20601,MESOCYCLOPS EDAX,298560,225,1.09
FI,1999,1999-06-22,1,16,53601,SINOBOSMINA FRYEI,95520,225,0.34
FI,1999,1999-07-09,1,16,20100,ACANTHOCYCLOPS,129360,120,0.8
FI,1999,1999-07-09,1,16,30000,CALANOID,258480,225,0.62
FI,1999,1999-07-09,1,16,50901,CERIODAPHNIA LACUSTRIS,26640,75,0.34
FI,1999,1999-07-09,1,16,51000,CHYDORUS,143280,225,0.24
FI,1999,1999-07-09,1,16,10000,COPEPOD NAUPLII,14269680,225,0.21
FI,1999,1999-07-09,1,16,20000,CYCLOPOID,2731200,225,0.58
FI,1999,1999-07-09,1,16,51103,DAPHNIA MENDOTAE,265200,690,0.97
FI,1999,1999-07-09,1,16,51107,DAPHNIA RETROCURVA,21120,60,1.24
FI,1999,1999-07-09,1,16,20302,DIACYCLOPS THOMASI,32400,30,1.06
FI,1999,1999-07-09,1,16,51202,DIAPHANOSOMA BIRGEI,281280,225,0.76
FI,1999,1999-07-09,1,16,30400,DIAPTOMID,161520,150,1.18
FI,1999,1999-07-09,1,16,52301,LEPTODORA KINDTI,960,60,3.4
FI,1999,1999-07-09,1,16,20601,MESOCYCLOPS EDAX,339360,225,1.18
FI,1999,1999-07-09,1,16,53601,SINOBOSMINA FRYEI,47760,135,0.28
FI,1999,1999-07-09,1,16,20901,TROPOCYCLOPS PRASINUS MEXICANUS,129360,120,0.5
FI,1999,1999-07-20,1,16,20100,ACANTHOCYCLOPS,9600,15,0.68
FI,1999,1999-07-20,1,16,30000,CALANOID,155040,225,0.8
FI,1999,1999-07-20,1,16,50901,CERIODAPHNIA LACUSTRIS,25440,120,0.38
FI,1999,1999-07-20,1,16,51000,CHYDORUS,1120560,225,0.24
FI,1999,1999-07-20,1,16,10000,COPEPOD NAUPLII,11334960,240,0.17
FI,1999,1999-07-20,1,16,20000,CYCLOPOID,989040,225,0.59
FI,1999,1999-07-20,1,16,51103,DAPHNIA MENDOTAE,133680,225,0.43
FI,1999,1999-07-20,1,16,51107,DAPHNIA RETROCURVA,41280,195,1.3
FI,1999,1999-07-20,1,16,20302,DIACYCLOPS THOMASI,29040,45,0.91
FI,1999,1999-07-20,1,16,51202,DIAPHANOSOMA BIRGEI,827520,225,0.7
FI,1999,1999-07-20,1,16,30400,DIAPTOMID,19291440,225,1.18
FI,1999,1999-07-20,1,16,52301,LEPTODORA KINDTI,2640,180,3.61
FI,1999,1999-07-20,1,16,20601,MESOCYCLOPS EDAX,426720,225,1.14
FI,1999,1999-07-20,1,16,20901,TROPOCYCLOPS PRASINUS MEXICANUS,106560,165,0.48
FI,1999,1999-08-03,1,16,20100,ACANTHOCYCLOPS,9600,15,0.72
FI,1999,1999-08-03,1,16,30000,CALANOID,387840,225,0.66
FI,1999,1999-08-03,1,16,50901,CERIODAPHNIA LACUSTRIS,79680,225,0.43
FI,1999,1999-08-03,1,16,51000,CHYDORUS,1824000,225,0.22
FI,1999,1999-08-03,1,16,10000,COPEPOD NAUPLII,10966320,225,0.17
FI,1999,1999-08-03,1,16,20000,CYCLOPOID,1493280,225,0.53
FI,1999,1999-08-03,1,16,51103,DAPHNIA MENDOTAE,79680,390,0.69
FI,1999,1999-08-03,1,16,51130,DAPHNIA PULICARIA,3120,15,0.72
FI,1999,1999-08-03,1,16,51107,DAPHNIA RETROCURVA,31920,150,1.07
FI,1999,1999-08-03,1,16,20302,DIACYCLOPS THOMASI,9600,15,0.88
FI,1999,1999-08-03,1,16,51202,DIAPHANOSOMA BIRGEI,1960800,225,0.79
FI,1999,1999-08-03,1,16,30400,DIAPTOMID,222960,225,1.17
FI,1999,1999-08-03,1,16,52301,LEPTODORA KINDTI,240,15,2.4
FI,1999,1999-08-03,1,16,20601,MESOCYCLOPS EDAX,145440,240,0.93
FI,1999,1999-08-03,1,16,53601,SINOBOSMINA FRYEI,44640,225,0.27
FI,1999,1999-08-03,1,16,20901,TROPOCYCLOPS PRASINUS MEXICANUS,504240,225,0.49
FI,1999,1999-08-18,1,16,30000,CALANOID,442320,210,0.77
FI,1999,1999-08-18,1,16,50901,CERIODAPHNIA LACUSTRIS,80640,225,0.44
FI,1999,1999-08-18,1,16,51000,CHYDORUS,2482800,225,0.22
FI,1999,1999-08-18,1,16,10000,COPEPOD NAUPLII,3671520,225,0.16
FI,1999,1999-08-18,1,16,20000,CYCLOPOID,619200,240,0.47
FI,1999,1999-08-18,1,16,51103,DAPHNIA MENDOTAE,93360,330,0.82
FI,1999,1999-08-18,1,16,51202,DIAPHANOSOMA BIRGEI,1774080,225,0.72
FI,1999,1999-08-18,1,16,30400,DIAPTOMID,159120,225,1.16
FI,1999,1999-08-18,1,16,20601,MESOCYCLOPS EDAX,106080,180,1.12
FI,1999,1999-08-18,1,16,53601,SINOBOSMINA FRYEI,38160,135,0.24
FI,1999,1999-08-18,1,16,20901,TROPOCYCLOPS PRASINUS MEXICANUS,398160,225,0.46
FI,1999,1999-08-31,1,16,30000,CALANOID,147120,195,0.79
FI,1999,1999-08-31,1,16,50901,CERIODAPHNIA LACUSTRIS,59520,225,0.47
FI,1999,1999-08-31,1,16,51000,CHYDORUS,4796400,225,0.24
FI,1999,1999-08-31,1,16,10000,COPEPOD NAUPLII,2352960,225,0.19
FI,1999,1999-08-31,1,16,20000,CYCLOPOID,407280,225,0.48
FI,1999,1999-08-31,1,16,51103,DAPHNIA MENDOTAE,1310880,1125,0.89
FI,1999,1999-08-31,1,16,51130,DAPHNIA PULICARIA,3600,15,1
FI,1999,1999-08-31,1,16,51107,DAPHNIA RETROCURVA,178320,720,1.13
FI,1999,1999-08-31,1,16,51202,DIAPHANOSOMA BIRGEI,1136400,225,0.83
FI,1999,1999-08-31,1,16,30400,DIAPTOMID,101760,135,1.14
FI,1999,1999-08-31,1,16,52301,LEPTODORA KINDTI,2880,210,4.31
FI,1999,1999-08-31,1,16,20601,MESOCYCLOPS EDAX,192240,225,1.14
FI,1999,1999-08-31,1,16,53601,SINOBOSMINA FRYEI,22560,30,0.24
FI,1999,1999-08-31,1,16,20901,TROPOCYCLOPS PRASINUS MEXICANUS,56640,75,0.46
FI,1999,1999-09-28,1,16,30000,CALANOID,679920,225,0.71
FI,1999,1999-09-28,1,16,50901,CERIODAPHNIA LACUSTRIS,39840,75,0.47
FI,1999,1999-09-28,1,16,51000,CHYDORUS,692400,225,0.27
FI,1999,1999-09-28,1,16,10000,COPEPOD NAUPLII,2471280,225,0.19
FI,1999,1999-09-28,1,16,20000,CYCLOPOID,829200,225,0.58
FI,1999,1999-09-28,1,16,51103,DAPHNIA MENDOTAE,2029200,1110,1.04
FI,1999,1999-09-28,1,16,51130,DAPHNIA PULICARIA,47760,90,1.04
FI,1999,1999-09-28,1,16,51107,DAPHNIA RETROCURVA,334320,630,1.18
FI,1999,1999-09-28,1,16,20302,DIACYCLOPS THOMASI,83040,75,0.95
FI,1999,1999-09-28,1,16,51202,DIAPHANOSOMA BIRGEI,198960,225,0.92
FI,1999,1999-09-28,1,16,30400,DIAPTOMID,282000,225,1.16
FI,1999,1999-09-28,1,16,52301,LEPTODORA KINDTI,2400,165,3.66
FI,1999,1999-09-28,1,16,20601,MESOCYCLOPS EDAX,83040,75,0.87
FI,1999,1999-09-28,1,16,53601,SINOBOSMINA FRYEI,47760,90,0.26
FI,1999,1999-09-28,1,16,20901,TROPOCYCLOPS PRASINUS MEXICANUS,282000,225,0.51
FI,1999,1999-10-25,1,16,20100,ACANTHOCYCLOPS,22560,30,0.86
FI,1999,1999-10-25,1,16,30000,CALANOID,961440,225,0.78
FI,1999,1999-10-25,1,16,50901,CERIODAPHNIA LACUSTRIS,40800,165,0.56
FI,1999,1999-10-25,1,16,51000,CHYDORUS,192240,225,0.26
FI,1999,1999-10-25,1,16,10000,COPEPOD NAUPLII,1527120,225,0.32
FI,1999,1999-10-25,1,16,20000,CYCLOPOID,893760,225,0.66
FI,1999,1999-10-25,1,16,51100,DAPHNIA,3600,15,0.6
FI,1999,1999-10-25,1,16,51103,DAPHNIA MENDOTAE,794640,1125,0.95
FI,1999,1999-10-25,1,16,51130,DAPHNIA PULICARIA,7440,30,0.78
FI,1999,1999-10-25,1,16,51107,DAPHNIA RETROCURVA,37200,150,1.21
FI,1999,1999-10-25,1,16,20302,DIACYCLOPS THOMASI,192240,225,0.99
FI,1999,1999-10-25,1,16,51202,DIAPHANOSOMA BIRGEI,52080,210,0.95
FI,1999,1999-10-25,1,16,30400,DIAPTOMID,486480,225,1.21
FI,1999,1999-10-25,1,16,52301,LEPTODORA KINDTI,1200,90,6.5
FI,1999,1999-10-25,1,16,20601,MESOCYCLOPS EDAX,56640,45,0.83
FI,1999,1999-10-25,1,16,53601,SINOBOSMINA FRYEI,169680,225,0.35
FI,1999,1999-10-25,1,16,20901,TROPOCYCLOPS PRASINUS MEXICANUS,373200,225,0.49
FI,1999,1999-11-29,1,16,20100,ACANTHOCYCLOPS,44160,30,0.72
FI,1999,1999-11-29,1,16,30000,CALANOID,265440,180,0.76
FI,1999,1999-11-29,1,16,51000,CHYDORUS,169680,210,0.26
FI,1999,1999-11-29,1,16,10000,COPEPOD NAUPLII,7950960,0,
FI,1999,1999-11-29,1,16,20000,CYCLOPOID,1349040,225,0.53
FI,1999,1999-11-29,1,16,51103,DAPHNIA MENDOTAE,4085040,1125,0.98
FI,1999,1999-11-29,1,16,51130,DAPHNIA PULICARIA,31680,45,1.11
FI,1999,1999-11-29,1,16,51107,DAPHNIA RETROCURVA,21120,30,1.52
FI,1999,1999-11-29,1,16,20302,DIACYCLOPS THOMASI,287520,195,0.96
FI,1999,1999-11-29,1,16,30400,DIAPTOMID,884640,225,1.16
FI,1999,1999-11-29,1,16,52301,LEPTODORA KINDTI,240,15,8.6
FI,1999,1999-11-29,1,16,53601,SINOBOSMINA FRYEI,1782480,225,0.37
FI,1999,1999-11-29,1,16,20901,TROPOCYCLOPS PRASINUS MEXICANUS,243360,165,0.53
FI,2000,2000-01-27,1,16,50300,ALONA,4320,15,0.44
FI,2000,2000-01-27,1,16,30000,CALANOID,51600,60,0.85
FI,2000,2000-01-27,1,16,51000,CHYDORUS,76320,225,0.3
FI,2000,2000-01-27,1,16,10000,COPEPOD NAUPLII,8209440,225,0.14
FI,2000,2000-01-27,1,16,20000,CYCLOPOID,1254000,225,0.69
FI,2000,2000-01-27,1,16,51100,DAPHNIA,8400,30,0.62
FI,2000,2000-01-27,1,16,51103,DAPHNIA MENDOTAE,377760,1020,1.16
FI,2000,2000-01-27,1,16,51130,DAPHNIA PULICARIA,12720,45,1.72
FI,2000,2000-01-27,1,16,20302,DIACYCLOPS THOMASI,724080,225,1.04
FI,2000,2000-01-27,1,16,30400,DIAPTOMID,232800,225,1.22
FI,2000,2000-01-27,1,16,53601,SINOBOSMINA FRYEI,725760,225,0.41
FI,2000,2000-01-27,1,16,20901,TROPOCYCLOPS PRASINUS MEXICANUS,129360,165,0.54
FI,2000,2000-03-16,1,16,50300,ALONA,10560,30,0.4
FI,2000,2000-03-16,1,16,51000,CHYDORUS,42480,120,0.33
FI,2000,2000-03-16,1,16,10000,COPEPOD NAUPLII,7401360,225,0.18
FI,2000,2000-03-16,1,16,20000,CYCLOPOID,2925120,225,0.78
FI,2000,2000-03-16,1,16,51100,DAPHNIA,15840,45,0.52
FI,2000,2000-03-16,1,16,51103,DAPHNIA MENDOTAE,588720,1125,1.09
FI,2000,2000-03-16,1,16,51130,DAPHNIA PULICARIA,68880,195,1.29
FI,2000,2000-03-16,1,16,20302,DIACYCLOPS THOMASI,1098960,225,0.95
FI,2000,2000-03-16,1,16,30400,DIAPTOMID,985680,225,1.22
FI,2000,2000-03-16,1,16,53601,SINOBOSMINA FRYEI,408480,225,0.44
FI,2000,2000-03-16,1,16,20901,TROPOCYCLOPS PRASINUS MEXICANUS,48480,45,0.56
FI,2000,2000-03-30,1,16,50300,ALONA,19200,60,0.41
FI,2000,2000-03-30,1,16,51000,CHYDORUS,76320,225,0.28
FI,2000,2000-03-30,1,16,10000,COPEPOD NAUPLII,4576560,225,0.18
FI,2000,2000-03-30,1,16,20000,CYCLOPOID,455760,225,0.73
FI,2000,2000-03-30,1,16,51100,DAPHNIA,3120,195,0.56
FI,2000,2000-03-30,1,16,51103,DAPHNIA MENDOTAE,547440,1125,1.23
FI,2000,2000-03-30,1,16,51130,DAPHNIA PULICARIA,509280,585,1.37
FI,2000,2000-03-30,1,16,20302,DIACYCLOPS THOMASI,1735680,225,1.01
FI,2000,2000-03-30,1,16,30400,DIAPTOMID,261840,225,1.21
FI,2000,2000-03-30,1,16,20601,MESOCYCLOPS EDAX,9600,15,1.4
FI,2000,2000-03-30,1,16,53601,SINOBOSMINA FRYEI,111360,225,0.39
FI,2000,2000-03-30,1,16,20901,TROPOCYCLOPS PRASINUS MEXICANUS,9600,15,0.56
FI,2000,2000-04-12,1,16,50300,ALONA,15840,45,0.4
FI,2000,2000-04-12,1,16,30000,CALANOID,48480,45,0.53
FI,2000,2000-04-12,1,16,51000,CHYDORUS,387360,225,0.31
FI,2000,2000-04-12,1,16,10000,COPEPOD NAUPLII,8144880,225,0.21
FI,2000,2000-04-12,1,16,20000,CYCLOPOID,2052480,225,0.52
FI,2000,2000-04-12,1,16,51100,DAPHNIA,31920,90,0.6
FI,2000,2000-04-12,1,16,51103,DAPHNIA MENDOTAE,742560,1125,1.01
FI,2000,2000-04-12,1,16,51130,DAPHNIA PULICARIA,286320,810,1.08
FI,2000,2000-04-12,1,16,20302,DIACYCLOPS THOMASI,1454400,225,1.06
FI,2000,2000-04-12,1,16,30400,DIAPTOMID,355440,225,1.18
FI,2000,2000-04-12,1,16,53601,SINOBOSMINA FRYEI,169680,225,0.44
