year4,sampledate,boats_up,boats_down,total_boats,lockings,remarks
1984,1984-07-13,121,127,248,118,
1984,1984-07-14,116,116,232,96,
1984,1984-07-15,201,205,406,119,
1984,1984-07-16,59,54,113,77,
1984,1984-07-17,9,9,18,17,
1984,1984-07-18,59,48,107,77,
1984,1984-07-19,54,55,109,68,
1984,1984-07-20,142,147,289,134,
1984,1984-07-21,281,262,543,110,
1984,1984-07-22,187,189,376,110,
1984,1984-07-23,0,0,0,0,NO SHEET
1984,1984-07-24,58,58,116,69,
1984,1984-07-25,78,80,158,85,
1984,1984-07-26,22,22,44,33,
1984,1984-07-27,60,57,117,96,
1984,1984-07-28,225,221,446,113,
1984,1984-07-29,246,237,483,111,
1984,1984-07-30,53,57,110,81,
1984,1984-07-31,61,61,122,71,
1984,1984-08-01,36,35,71,64,
1984,1984-08-02,82,78,160,83,
1984,1984-08-03,101,103,204,126,
1984,1984-08-04,213,226,439,133,
1984,1984-08-05,217,213,430,112,
1984,1984-08-06,65,50,115,86,
1984,1984-08-07,53,52,105,55,
1984,1984-08-08,32,35,67,52,
1984,1984-08-09,65,67,132,73,
1984,1984-08-10,123,113,236,129,
1984,1984-08-11,193,196,389,117,
1984,1984-08-12,185,185,370,107,
1984,1984-08-13,67,68,135,85,
1984,1984-08-14,62,53,115,77,
1984,1984-08-15,54,56,110,86,
1984,1984-08-16,69,67,136,90,
1984,1984-08-17,31,29,60,45,
1984,1984-08-18,107,121,228,107,
1984,1984-08-19,206,170,376,106,
1984,1984-08-20,42,46,88,73,
1984,1984-08-21,20,20,40,39,
1984,1984-08-22,23,22,45,39,
1984,1984-08-23,20,24,44,43,
1984,1984-08-24,73,89,162,105,
1984,1984-08-25,117,134,251,96,
1984,1984-08-26,163,162,325,110,
1984,1984-08-27,27,24,51,50,
1984,1984-08-28,79,66,145,97,
1984,1984-08-29,77,60,137,85,
1984,1984-08-30,33,28,61,51,
1984,1984-08-31,89,63,152,99,
1984,1984-09-01,88,80,168,82,
1984,1984-09-02,63,54,117,55,
1984,1984-09-03,63,77,140,72,
1984,1984-09-04,12,11,23,21,
1984,1984-09-05,18,19,37,34,
1984,1984-09-06,0,0,0,0,NO SHEET
1984,1984-09-07,11,9,20,20,
1984,1984-09-08,15,11,26,20,
1984,1984-09-09,48,41,89,67,
1984,1984-09-10,12,14,26,26,
1984,1984-09-11,19,17,36,36,
1984,1984-09-12,8,9,17,15,
1984,1984-09-13,13,13,26,26,
1984,1984-09-14,15,8,23,15,
1984,1984-09-15,24,20,44,38,
1984,1984-09-16,79,87,166,75,
1984,1984-09-17,9,8,17,16,
1984,1984-09-18,18,17,35,18,
1984,1984-09-19,58,60,118,58,
1984,1984-09-20,38,31,69,50,
1984,1984-09-21,26,37,63,47,
1984,1984-09-22,8,8,16,16,
1984,1984-09-23,26,30,56,48,
1984,1984-09-24,0,0,0,0,CLOSED
1984,1984-09-25,1,1,2,2,
1984,1984-09-26,4,13,17,9,
1984,1984-09-27,10,7,17,17,
1984,1984-09-28,2,14,16,6,
1984,1984-09-29,15,15,30,24,
1984,1984-09-30,53,53,106,60,
1984,1984-10-06,19,19,38,31,
1984,1984-10-07,0,0,0,0,
1984,1984-10-13,7,7,14,14,
1984,1984-10-14,9,9,18,16,
1984,1984-10-20,2,1,3,3,
1985,1985-04-04,12,12,24,17,
1985,1985-04-29,9,9,18,16,
1985,1985-05-01,7,8,15,15,
1985,1985-05-02,11,12,23,21,
1985,1985-05-03,22,20,42,39,
1985,1985-05-04,30,30,60,48,
1985,1985-05-05,57,56,113,73,
1985,1985-05-06,5,3,8,8,
1985,1985-05-07,23,16,39,20,
1985,1985-05-08,16,18,34,30,
1985,1985-05-09,8,8,16,16,
1985,1985-05-10,33,33,66,45,
1985,1985-05-11,16,13,29,21,
1985,1985-05-12,7,3,10,9,
1985,1985-05-13,9,10,19,17,
1985,1985-05-14,8,8,16,8,
1985,1985-05-15,3,3,6,6,
1985,1985-05-16,2,2,4,4,
1985,1985-05-17,17,17,34,27,
1985,1985-05-18,121,108,229,74,
1985,1985-05-19,71,65,136,82,
1985,1985-05-20,9,9,18,16,
1985,1985-05-21,34,32,66,44,
1985,1985-05-22,37,31,68,43,
1985,1985-05-23,21,21,42,33,
1985,1985-05-24,83,83,166,91,
1985,1985-05-25,228,211,439,117,
1985,1985-05-26,122,118,240,73,
1985,1985-05-27,15,17,32,28,
1985,1985-05-28,30,31,61,47,
1985,1985-05-29,41,31,72,44,
1985,1985-05-30,18,16,34,27,
1985,1985-05-31,2,1,3,3,
1985,1985-06-01,136,137,273,73,
1985,1985-06-02,97,113,210,90,
1985,1985-06-03,28,28,56,40,
1985,1985-06-04,5,6,11,11,
1985,1985-06-05,66,55,121,77,
1985,1985-06-06,69,63,132,84,
1985,1985-06-07,94,92,186,98,
1985,1985-06-08,252,213,465,116,
1985,1985-06-09,80,88,168,86,
1985,1985-06-10,36,20,56,46,
1985,1985-06-11,6,6,12,11,
1985,1985-06-12,4,5,9,9,
1985,1985-06-13,17,15,32,31,
1985,1985-06-14,57,54,111,71,
1985,1985-06-15,50,64,114,67,
1985,1985-06-16,109,123,232,88,
1985,1985-06-17,18,13,31,31,
1985,1985-06-18,8,9,17,17,
1985,1985-06-19,22,25,47,42,
1985,1985-06-20,85,88,173,96,
1985,1985-06-21,225,196,421,116,
1985,1985-06-22,64,59,123,82,
1985,1985-06-23,11,13,24,20,
1985,1985-06-24,105,99,204,106,
1985,1985-06-25,91,102,193,110,
1985,1985-06-26,112,105,217,105,
1985,1985-06-27,30,27,57,41,
1985,1985-06-28,22,21,43,33,
1985,1985-06-29,198,189,387,114,
1985,1985-06-30,203,217,420,116,
1985,1985-07-01,96,79,175,83,
1985,1985-07-02,81,76,157,97,
1985,1985-07-03,87,82,169,108,
1985,1985-07-04,218,244,462,112,
1985,1985-07-05,26,25,51,45,
1985,1985-07-06,257,242,499,116,
1985,1985-07-07,140,149,289,98,
1985,1985-07-08,83,73,156,76,
1985,1985-07-09,74,69,143,83,
1985,1985-07-10,61,63,124,81,
1985,1985-07-11,105,100,205,100,
1985,1985-07-12,97,116,213,105,
1985,1985-07-13,103,116,219,101,
1985,1985-07-14,207,226,433,99,
1985,1985-07-15,31,35,66,57,
1985,1985-07-16,125,113,238,109,
1985,1985-07-17,96,93,189,99,
1985,1985-07-18,45,43,88,68,
1985,1985-07-19,55,43,98,67,
1985,1985-07-20,214,203,417,111,
1985,1985-07-21,209,216,425,114,
1985,1985-07-22,80,79,159,101,
1985,1985-07-23,87,82,169,99,
1985,1985-07-24,38,28,66,47,
1985,1985-07-25,19,16,35,29,
1985,1985-07-26,106,88,194,109,
1985,1985-07-27,167,190,357,118,
1985,1985-07-28,179,207,386,113,
1985,1985-07-29,44,37,81,59,
1985,1985-07-30,15,25,40,27,
1985,1985-07-31,1,1,2,2,
1985,1985-08-01,54,52,106,75,
1985,1985-08-02,101,89,190,108,
1985,1985-08-03,241,224,465,130,
1985,1985-08-04,38,41,79,56,
1985,1985-08-05,27,18,45,42,
1985,1985-08-06,84,76,160,102,
1985,1985-08-07,63,52,115,70,
1985,1985-08-08,85,72,157,89,
1985,1985-08-09,110,97,207,97,
1985,1985-08-10,135,129,264,113,
1985,1985-08-11,253,235,488,110,
1985,1985-08-12,0,0,0,0,NO SHEET
1985,1985-08-13,76,69,145,90,
1985,1985-08-14,37,29,66,49,
1985,1985-08-15,74,63,137,91,
1985,1985-08-16,99,88,187,103,
1985,1985-08-17,75,73,148,89,
1985,1985-08-18,86,87,173,87,
1985,1985-08-19,32,25,57,43,
1985,1985-08-20,21,21,42,38,
1985,1985-08-21,64,64,128,75,
1985,1985-08-22,26,22,48,35,
1985,1985-08-23,20,15,35,44,
1985,1985-08-24,12,15,27,21,
1985,1985-08-25,17,20,37,30,
1985,1985-08-26,20,15,35,31,
1985,1985-08-27,48,44,92,61,
1985,1985-08-28,41,42,83,68,
1985,1985-08-29,4,3,7,7,
1985,1985-08-30,29,21,50,45,
1985,1985-08-31,164,154,318,88,
1985,1985-09-01,96,95,191,82,
1985,1985-09-02,165,158,323,98,
1985,1985-09-03,15,16,31,30,
1985,1985-09-04,21,22,43,41,
1985,1985-09-05,13,11,24,23,
1985,1985-09-06,49,45,94,66,
1985,1985-09-07,206,202,408,58,
1985,1985-09-08,46,34,80,38,
1985,1985-09-09,3,3,6,6,
1985,1985-09-10,4,4,8,8,
1985,1985-09-11,4,4,8,8,
1985,1985-09-12,5,5,10,10,
1985,1985-09-13,11,11,22,21,
1985,1985-09-14,26,28,54,25,
1985,1985-09-15,84,83,167,48,
1985,1985-09-16,11,11,22,20,
1985,1985-09-17,1,1,2,2,
1985,1985-09-18,23,21,44,38,
1985,1985-09-19,18,17,35,26,
1985,1985-09-20,0,0,0,0,
1985,1985-09-21,3,3,6,6,
1985,1985-09-22,8,9,17,11,
1985,1985-09-23,0,0,0,0,
1985,1985-09-24,0,0,0,0,
1985,1985-09-25,0,0,0,0,NO SHEET
1985,1985-09-26,1,1,2,2,
1985,1985-09-27,7,7,14,11,
1985,1985-09-28,46,37,83,32,
1985,1985-09-29,8,11,19,14,
1985,1985-09-30,0,0,0,0,NO SHEET
1985,1985-10-05,0,0,0,0,
1985,1985-10-06,15,16,31,26,
1985,1985-10-12,1,1,2,2,
1985,1985-10-13,43,45,88,61,
1985,1985-10-19,5,5,10,9,
1985,1985-10-20,4,4,8,8,
1985,1985-10-26,8,8,16,15,
1985,1985-10-27,7,7,14,13,CLOSED
1986,1986-04-28,0,0,0,0,LOCK OPEN
1986,1986-04-29,2,2,4,4,
1986,1986-04-30,0,0,0,0,BROKE DOWN
1986,1986-05-01,0,0,0,0,
1986,1986-05-02,1,1,2,2,
1986,1986-05-03,39,43,82,57,
1986,1986-05-04,46,33,79,50,
1986,1986-05-05,0,0,0,0,
1986,1986-05-06,18,17,35,28,
1986,1986-05-07,15,11,26,24,
1986,1986-05-08,9,9,18,18,
1986,1986-05-09,41,32,73,62,
1986,1986-05-10,85,101,186,83,
1986,1986-05-11,21,25,46,36,
1986,1986-05-12,12,10,22,22,
1986,1986-05-13,7,10,17,15,
1986,1986-05-14,12,11,23,19,
1986,1986-05-15,5,6,11,9,
1986,1986-05-16,28,29,57,42,
1986,1986-05-17,6,6,12,12,
1986,1986-05-18,26,25,51,40,
1986,1986-05-19,3,3,6,6,
1986,1986-05-20,18,19,37,26,
1986,1986-05-21,44,39,83,62,
1986,1986-05-22,11,10,21,20,
1986,1986-05-23,54,55,109,77,
1986,1986-05-24,100,82,182,83,
1986,1986-05-25,189,188,377,95,
1986,1986-05-26,89,80,169,95,
1986,1986-05-27,2,2,4,4,
1986,1986-05-28,24,23,47,39,
1986,1986-05-29,47,56,103,66,
1986,1986-05-30,87,77,164,101,
1986,1986-05-31,225,215,440,101,
1986,1986-06-01,79,91,170,75,
1986,1986-06-02,0,0,0,0,NO SHEET
1986,1986-06-03,0,0,0,0,NO SHEET
1986,1986-06-04,0,0,0,0,NO SHEET
1986,1986-06-05,0,0,0,0,NO SHEET
1986,1986-06-06,1,1,2,2,
1986,1986-06-07,92,84,176,91,
1986,1986-06-08,237,252,489,108,
1986,1986-06-09,66,52,118,82,
1986,1986-06-10,18,15,33,33,
1986,1986-06-11,27,25,52,45,
1986,1986-06-12,10,10,20,20,
1986,1986-06-13,94,80,174,91,
1986,1986-06-14,15,12,27,25,
1986,1986-06-15,96,105,201,90,
1986,1986-06-16,17,15,32,24,
1986,1986-06-17,90,83,173,105,
1986,1986-06-18,76,70,146,93,
1986,1986-06-19,120,115,235,114,
1986,1986-06-20,168,148,316,124,
1986,1986-06-21,200,226,426,111,
1986,1986-06-22,60,51,111,71,
1986,1986-06-23,42,37,79,59,
1986,1986-06-24,21,25,46,41,
1986,1986-06-25,43,43,86,74,
1986,1986-06-26,55,66,121,81,
1986,1986-06-27,46,45,91,59,
1986,1986-06-28,234,236,470,107,
1986,1986-06-29,210,212,422,101,
1986,1986-06-30,1,1,2,2,
1986,1986-07-01,13,19,32,27,
1986,1986-07-02,68,72,140,97,
1986,1986-07-03,136,126,262,115,
1986,1986-07-04,203,211,414,131,HOLIDAY
1986,1986-07-05,177,183,360,113,
1986,1986-07-06,165,163,328,95,
1986,1986-07-07,22,20,42,34,
1986,1986-07-08,33,30,63,50,
1986,1986-07-09,80,65,145,93,
1986,1986-07-10,4,5,9,9,
1986,1986-07-11,15,16,31,27,
1986,1986-07-12,56,57,113,79,
1986,1986-07-13,89,91,180,91,
1986,1986-07-14,65,62,127,88,
1986,1986-07-15,31,30,61,51,
1986,1986-07-16,124,123,247,124,
1986,1986-07-17,29,29,58,35,
1986,1986-07-18,150,135,285,104,
1986,1986-07-19,163,151,314,75,
1986,1986-07-20,245,239,484,113,
1986,1986-07-21,90,82,172,103,
1986,1986-07-22,114,124,238,120,
1986,1986-07-23,119,96,215,118,
1986,1986-07-24,48,49,97,71,
1986,1986-07-25,67,82,149,96,
1986,1986-07-26,212,214,426,125,
1986,1986-07-27,213,217,430,125,
1986,1986-07-28,36,39,75,61,
1986,1986-07-29,79,92,171,104,
1986,1986-07-30,30,30,60,51,
1986,1986-07-31,70,51,121,82,
1986,1986-08-01,68,92,160,88,
1986,1986-08-02,101,109,210,102,
1986,1986-08-03,198,195,393,109,
1986,1986-08-04,66,61,127,74,
1986,1986-08-05,35,36,71,51,
1986,1986-08-06,5,5,10,10,
1986,1986-08-07,16,19,35,27,
1986,1986-08-08,76,84,160,99,
1986,1986-08-09,136,157,293,97,
1986,1986-08-10,52,46,98,67,
1986,1986-08-11,40,42,82,68,
1986,1986-08-12,55,52,107,82,
1986,1986-08-13,10,9,19,18,
1986,1986-08-14,9,10,19,18,
1986,1986-08-15,108,102,210,108,
1986,1986-08-16,251,244,495,124,
1986,1986-08-17,145,155,300,100,
1986,1986-08-18,58,62,120,90,
1986,1986-08-19,84,91,175,104,
1986,1986-08-20,74,73,147,99,
1986,1986-08-21,46,50,96,64,
1986,1986-08-22,73,62,135,82,
1986,1986-08-23,74,48,122,67,
1986,1986-08-24,192,210,402,104,
1986,1986-08-25,24,21,45,35,
1986,1986-08-26,2,2,4,4,
1986,1986-08-27,16,14,30,26,
1986,1986-08-28,30,21,51,40,
1986,1986-08-29,41,30,71,63,
1986,1986-08-30,69,44,113,65,
1986,1986-08-31,178,197,375,105,
1986,1986-09-01,276,286,562,134,
1986,1986-09-02,42,37,79,60,
1986,1986-09-03,4,4,8,8,
1986,1986-09-04,12,8,20,19,
1986,1986-09-05,17,11,28,24,
1986,1986-09-06,26,17,43,37,
1986,1986-09-07,54,53,107,67,
1986,1986-09-08,5,6,11,10,
1986,1986-09-09,6,3,9,9,
1986,1986-09-10,2,2,4,4,
1986,1986-09-11,18,10,28,25,
1986,1986-09-12,27,32,59,43,
1986,1986-09-13,22,24,46,25,
1986,1986-09-14,1,1,2,2,
1986,1986-09-15,0,0,0,0,NO SHEET
1986,1986-09-16,7,7,14,12,
1986,1986-09-17,0,0,0,0,
1986,1986-09-18,3,2,5,5,
1986,1986-09-19,2,5,7,7,
1986,1986-09-20,10,13,23,22,
1986,1986-09-21,26,22,48,34,
1986,1986-09-22,1,1,2,2,
1986,1986-09-23,3,4,7,7,
1986,1986-09-24,4,4,8,2,
1986,1986-09-25,7,6,13,10,
1986,1986-09-26,0,0,0,0,
1986,1986-09-27,90,89,179,80,
1986,1986-09-28,0,0,0,0,NO SHEET
1986,1986-09-29,0,0,0,0,NO SHEET
1986,1986-09-30,0,0,0,0,NO SHEET
1986,1986-10-04,4,4,8,8,
1986,1986-10-05,2,1,3,3,
1986,1986-10-11,10,3,13,13,
1986,1986-10-12,2,0,2,2,
1986,1986-10-18,28,24,52,39,
1986,1986-10-19,17,16,33,26,
1986,1986-10-25,6,2,8,8,
1986,1986-10-26,5,0,5,5,
1987,1987-04-27,0,0,0,0,
1987,1987-04-28,1,2,3,3,
1987,1987-04-29,6,3,9,9,
1987,1987-04-30,1,1,2,2,
1987,1987-05-01,6,7,13,11,
1987,1987-05-02,19,20,39,34,
1987,1987-05-03,21,20,41,35,
1987,1987-05-04,15,14,29,29,
1987,1987-05-05,21,24,45,36,
1987,1987-05-06,27,30,57,41,
1987,1987-05-07,19,15,34,29,
1987,1987-05-08,64,60,124,82,
1987,1987-05-09,103,95,198,75,
1987,1987-05-10,147,131,278,51,
1987,1987-05-11,12,14,26,22,
1987,1987-05-12,25,24,49,28,
1987,1987-05-13,18,18,36,32,
1987,1987-05-14,22,24,46,41,
1987,1987-05-15,90,78,168,96,
1987,1987-05-16,175,183,358,76,
1987,1987-05-17,194,196,390,65,
1987,1987-05-18,4,4,8,7,
1987,1987-05-19,3,5,8,8,
1987,1987-05-20,13,8,21,19,
1987,1987-05-21,21,21,42,41,
1987,1987-05-22,9,6,15,14,
1987,1987-05-23,33,28,61,35,
1987,1987-05-24,74,82,156,75,
1987,1987-05-25,15,21,36,25,
1987,1987-05-26,28,30,58,40,
1987,1987-05-27,34,45,79,55,
1987,1987-05-28,40,24,64,48,
1987,1987-05-29,38,37,75,65,
1987,1987-05-30,141,128,269,102,
1987,1987-05-31,193,192,385,78,
1987,1987-06-01,15,15,30,16,
1987,1987-06-02,42,35,77,53,
1987,1987-06-03,36,46,82,75,
1987,1987-06-04,55,47,102,74,
1987,1987-06-05,145,146,291,122,
1987,1987-06-06,269,258,527,111,
1987,1987-06-07,190,192,382,87,
1987,1987-06-08,45,38,83,72,
1987,1987-06-09,40,43,83,64,
1987,1987-06-10,25,26,51,46,
1987,1987-06-11,11,17,28,25,
1987,1987-06-12,139,141,280,140,
1987,1987-06-13,245,242,487,106,
1987,1987-06-14,266,293,559,110,
1987,1987-06-15,92,76,168,95,
1987,1987-06-16,128,112,240,111,
1987,1987-06-17,108,101,209,111,
1987,1987-06-18,100,78,178,97,
1987,1987-06-19,84,88,172,90,
1987,1987-06-20,126,124,250,96,
1987,1987-06-21,41,47,88,61,
1987,1987-06-22,59,53,112,82,
1987,1987-06-23,130,109,239,123,
1987,1987-06-24,106,103,209,120,
1987,1987-06-25,11,11,22,19,
1987,1987-06-26,56,55,111,84,
1987,1987-06-27,142,148,290,115,
1987,1987-06-28,124,129,253,104,
1987,1987-06-29,28,32,60,49,
1987,1987-06-30,127,120,247,111,
1987,1987-07-01,123,132,255,110,
1987,1987-07-02,75,80,155,84,
1987,1987-07-03,261,280,541,127,
1987,1987-07-04,282,282,564,125,HOLIDAY
1987,1987-07-05,46,47,93,65,
1987,1987-07-06,28,35,63,43,
1987,1987-07-07,33,38,71,48,
1987,1987-07-08,91,94,185,108,
1987,1987-07-09,42,46,88,72,
1987,1987-07-10,134,106,240,133,
1987,1987-07-11,206,226,432,100,
1987,1987-07-12,117,97,214,80,
1987,1987-07-13,24,32,56,49,
1987,1987-07-14,57,51,108,81,
1987,1987-07-15,26,31,57,51,
1987,1987-07-16,80,64,144,95,
1987,1987-07-17,108,139,247,96,
1987,1987-07-18,197,196,393,113,
1987,1987-07-19,182,200,382,116,
1987,1987-07-20,51,64,115,73,
1987,1987-07-21,86,103,189,110,
1987,1987-07-22,108,97,205,112,
1987,1987-07-23,89,84,173,105,
1987,1987-07-24,76,54,130,86,
1987,1987-07-25,259,257,516,121,
1987,1987-07-26,225,242,467,116,
1987,1987-07-27,6,6,12,9,
1987,1987-07-28,16,15,31,27,
1987,1987-07-29,51,42,93,64,
1987,1987-07-30,63,62,125,93,
1987,1987-07-31,114,102,216,129,
1987,1987-08-01,207,215,422,120,
1987,1987-08-02,198,215,413,122,
1987,1987-08-03,25,18,43,33,
1987,1987-08-04,44,36,80,63,
1987,1987-08-05,68,63,131,94,
1987,1987-08-06,63,62,125,91,
1987,1987-08-07,107,108,215,116,
1987,1987-08-08,4,4,8,5,
1987,1987-08-09,66,70,136,95,
1987,1987-08-10,62,67,129,87,
1987,1987-08-11,68,69,137,99,
1987,1987-08-12,72,71,143,94,
1987,1987-08-13,9,11,20,18,
1987,1987-08-14,20,18,38,34,
1987,1987-08-15,160,153,313,100,
1987,1987-08-16,34,32,66,49,
1987,1987-08-17,47,47,94,72,
1987,1987-08-18,16,20,36,29,
1987,1987-08-19,84,84,168,102,
1987,1987-08-20,82,73,155,93,
1987,1987-08-21,0,0,0,0,
1987,1987-08-22,64,61,125,72,
1987,1987-08-23,71,77,148,65,
1987,1987-08-24,37,36,73,62,
1987,1987-08-25,6,6,12,12,
1987,1987-08-26,1,2,3,3,
1987,1987-08-27,9,11,20,18,
1987,1987-08-28,27,31,58,42,
1987,1987-08-29,196,177,373,113,
1987,1987-08-30,78,84,162,78,
1987,1987-08-31,12,19,31,30,
1987,1987-09-01,36,29,65,54,
1987,1987-09-02,16,14,30,26,
1987,1987-09-03,25,22,47,40,
1987,1987-09-04,85,79,164,100,
1987,1987-09-05,212,217,429,113,
1987,1987-09-06,129,126,255,102,
1987,1987-09-07,31,61,92,72,
1987,1987-09-08,8,16,24,21,
1987,1987-09-09,38,30,68,58,
1987,1987-09-10,16,15,31,31,
1987,1987-09-11,29,28,57,47,
1987,1987-09-12,41,43,84,66,
1987,1987-09-13,28,25,53,33,
1987,1987-09-14,29,29,58,50,
1987,1987-09-15,9,11,20,19,
1987,1987-09-16,1,1,2,2,
1987,1987-09-17,2,2,4,4,
1987,1987-09-18,3,3,6,6,
1987,1987-09-19,10,10,20,20,
1987,1987-09-20,7,7,14,13,
1987,1987-09-21,1,2,3,3,
1987,1987-09-22,4,3,7,7,
1987,1987-09-23,9,9,18,18,
1987,1987-09-24,3,4,7,7,
1987,1987-09-25,21,16,37,34,
1987,1987-09-26,127,122,249,86,
1987,1987-09-27,175,181,356,88,
1987,1987-09-28,9,6,15,15,
1987,1987-09-29,1,1,2,2,
1987,1987-09-30,1,1,2,2,
1987,1987-10-03,6,6,12,12,
1987,1987-10-04,13,13,26,22,
1987,1987-10-10,1,0,1,1,
1987,1987-10-11,6,4,10,10,
1987,1987-10-17,7,1,8,8,
1987,1987-10-18,7,8,15,15,
1987,1987-10-24,4,0,4,4,
1987,1987-10-25,5,1,6,6,
1987,1987-10-28,0,1,1,1,
1987,1987-10-30,2,0,2,2,
1988,1988-04-30,115,122,237,86,
1988,1988-05-01,153,152,305,77,
1988,1988-05-02,29,22,51,44,
1988,1988-05-03,25,29,54,49,
1988,1988-05-04,10,12,22,20,
1988,1988-05-05,23,26,49,41,
1988,1988-05-06,71,64,135,90,
1988,1988-05-07,101,119,220,103,
1988,1988-05-08,23,28,51,31,
1988,1988-05-09,0,0,0,0,
1988,1988-05-10,12,8,20,17,
1988,1988-05-11,22,21,43,39,
1988,1988-05-12,25,21,46,42,
1988,1988-05-13,41,37,78,57,
1988,1988-05-14,216,198,414,113,
1988,1988-05-15,133,141,274,81,
1988,1988-05-16,4,3,7,7,
1988,1988-05-17,35,42,77,55,
1988,1988-05-18,62,60,122,75,
1988,1988-05-19,68,60,128,84,
1988,1988-05-20,128,115,243,109,
1988,1988-05-21,235,234,469,105,
1988,1988-05-22,145,150,295,92,
1988,1988-05-23,11,9,20,20,
1988,1988-05-24,22,23,45,44,
1988,1988-05-25,34,39,73,60,
1988,1988-05-26,22,15,37,32,
1988,1988-05-27,61,63,124,84,
1988,1988-05-28,229,231,460,99,
1988,1988-05-29,236,249,485,112,
1988,1988-05-30,279,281,560,125,
1988,1988-05-31,58,64,122,91,
1988,1988-06-01,63,64,127,83,
1988,1988-06-02,14,22,36,32,
1988,1988-06-03,67,53,120,87,
1988,1988-06-04,229,239,468,117,
1988,1988-06-05,233,252,485,104,
1988,1988-06-06,65,64,129,91,
1988,1988-06-07,113,120,233,115,
1988,1988-06-08,28,32,60,46,
1988,1988-06-09,33,32,65,52,
1988,1988-06-10,100,105,205,111,
1988,1988-06-11,244,251,495,125,
1988,1988-06-12,230,238,468,109,
1988,1988-06-13,62,58,120,92,
1988,1988-06-14,56,63,119,91,
1988,1988-06-15,49,45,94,75,
1988,1988-06-16,59,65,124,92,
1988,1988-06-17,136,132,268,121,
1988,1988-06-18,154,148,302,115,
1988,1988-06-19,118,100,218,109,
1988,1988-06-20,105,104,209,107,
1988,1988-06-21,67,66,133,85,
1988,1988-06-22,46,46,92,72,
1988,1988-06-23,90,80,170,99,
1988,1988-06-24,72,70,142,93,
1988,1988-06-25,210,226,436,126,
1988,1988-06-26,207,217,424,118,
1988,1988-06-27,73,97,170,104,
1988,1988-06-28,38,42,80,66,
1988,1988-06-29,27,37,64,57,
1988,1988-06-30,62,57,119,97,
1988,1988-07-01,155,146,301,141,
1988,1988-07-02,232,242,474,136,
1988,1988-07-03,242,267,509,120,
1988,1988-07-04,302,309,611,151,HOLIDAY
1988,1988-07-05,70,79,149,100,
1988,1988-07-06,61,56,117,67,
1988,1988-07-07,85,91,176,115,
1988,1988-07-08,135,135,270,138,
1988,1988-07-09,169,166,335,124,
1988,1988-07-10,71,81,152,90,
1988,1988-07-11,50,56,106,78,
1988,1988-07-12,71,80,151,109,
1988,1988-07-13,33,33,66,58,
1988,1988-07-14,109,125,234,136,
1988,1988-07-15,104,103,207,135,
1988,1988-07-16,112,104,216,110,
1988,1988-07-17,228,220,448,117,
1988,1988-07-18,28,29,57,53,
1988,1988-07-19,72,76,148,107,
1988,1988-07-20,17,13,30,30,
1988,1988-07-21,38,33,71,54,
1988,1988-07-22,142,130,272,142,
1988,1988-07-23,228,246,474,139,
1988,1988-07-24,210,240,450,106,
1988,1988-07-25,44,43,87,75,
1988,1988-07-26,65,69,134,108,
1988,1988-07-27,81,86,167,116,
1988,1988-07-28,88,99,187,133,
1988,1988-07-29,106,123,229,133,
1988,1988-07-30,233,234,467,132,
1988,1988-07-31,212,218,430,138,
1988,1988-08-01,50,55,105,84,
1988,1988-08-02,66,67,133,95,
1988,1988-08-03,40,40,80,66,
1988,1988-08-04,26,28,54,51,
1988,1988-08-05,72,67,139,86,
1988,1988-08-06,217,233,450,124,
1988,1988-08-07,221,230,451,121,
1988,1988-08-08,16,14,30,29,
1988,1988-08-09,36,32,68,55,
1988,1988-08-10,67,75,142,107,
1988,1988-08-11,78,80,158,111,
1988,1988-08-12,104,119,223,135,
1988,1988-08-13,75,80,155,100,
1988,1988-08-14,191,200,391,125,
1988,1988-08-15,64,70,134,98,
1988,1988-08-16,65,64,129,92,
1988,1988-08-17,59,64,123,88,
1988,1988-08-18,16,20,36,34,
1988,1988-08-19,75,77,152,94,
1988,1988-08-20,212,213,425,113,
1988,1988-08-21,179,197,376,106,
1988,1988-08-22,17,15,32,27,
1988,1988-08-23,34,43,77,66,
1988,1988-08-24,8,6,14,13,
1988,1988-08-25,23,21,44,40,
1988,1988-08-26,76,77,153,106,
1988,1988-08-27,30,27,57,43,
1988,1988-08-28,135,111,246,93,
1988,1988-08-29,17,17,34,31,
1988,1988-08-30,26,23,49,45,
1988,1988-08-31,25,25,50,46,
1988,1988-09-01,38,41,79,59,
1988,1988-09-02,49,49,98,80,
1988,1988-09-03,131,131,262,110,
1988,1988-09-04,14,19,33,30,
1988,1988-09-05,69,71,140,80,
1988,1988-09-06,15,15,30,28,
1988,1988-09-07,9,8,17,17,
1988,1988-09-08,15,16,31,31,
1988,1988-09-09,27,26,53,47,
1988,1988-09-10,159,157,316,89,
1988,1988-09-11,159,180,339,98,
1988,1988-09-12,11,5,16,14,
1988,1988-09-13,18,15,33,31,
1988,1988-09-14,39,29,68,53,
1988,1988-09-15,21,19,40,35,
1988,1988-09-16,4,3,7,6,
1988,1988-09-17,145,146,291,79,
1988,1988-09-18,53,55,108,71,
1988,1988-09-19,1,0,1,1,
1988,1988-09-20,2,1,3,3,
1988,1988-09-21,14,8,22,22,
1988,1988-09-22,4,4,8,7,
1988,1988-09-23,14,15,29,29,
1988,1988-09-24,88,92,180,88,
1988,1988-09-25,122,124,246,78,
