lakeid,year4,sample_date,station,towdepth,species_code,species_name,density,individuals_measured,avg_length
"ME","2000.000000000000000000000000000000","2000-03-13 00:00:00","1","20.000000000000000000000000000000","30400.000000000000000000000000000000","DIAPTOMID","134660.000000000000000000000000000000","15.000000000000000000000000000000","1.100000000000000000000000000000"
"ME","2001.000000000000000000000000000000","2001-11-26 00:00:00","1","20.000000000000000000000000000000","20302.000000000000000000000000000000","DIACYCLOPS THOMASI","21440.000000000000000000000000000000","15.000000000000000000000000000000","0.770000000000000000000000000000"
"ME","2000.000000000000000000000000000000","2000-01-24 00:00:00","1","20.000000000000000000000000000000","51000.000000000000000000000000000000","CHYDORUS","560.000000000000000000000000000000","2.000000000000000000000000000000","0.280000000000000000000000000000"
"ME","2000.000000000000000000000000000000","2000-01-24 00:00:00","1","20.000000000000000000000000000000","51103.000000000000000000000000000000","DAPHNIA MENDOTAE","15000.000000000000000000000000000000","53.000000000000000000000000000000","1.310000000000000000000000000000"
"ME","2001.000000000000000000000000000000","2001-11-06 00:00:00","1","20.000000000000000000000000000000","52301.000000000000000000000000000000","LEPTODORA KINDTI","140.000000000000000000000000000000","10.000000000000000000000000000000","8.930000000000000000000000000000"
"ME","2001.000000000000000000000000000000","2001-10-22 00:00:00","1","20.000000000000000000000000000000","30400.000000000000000000000000000000","DIAPTOMID","398700.000000000000000000000000000000","15.000000000000000000000000000000","0.980000000000000000000000000000"
"ME","2001.000000000000000000000000000000","2001-11-06 00:00:00","1","20.000000000000000000000000000000","51130.000000000000000000000000000000","DAPHNIA PULICARIA","7940.000000000000000000000000000000","28.000000000000000000000000000000","1.660000000000000000000000000000"
"ME","2001.000000000000000000000000000000","2001-10-09 00:00:00","1","20.000000000000000000000000000000","20601.000000000000000000000000000000","MESOCYCLOPS EDAX","28580.000000000000000000000000000000","15.000000000000000000000000000000","0.990000000000000000000000000000"
"ME","2001.000000000000000000000000000000","2001-09-12 00:00:00","1","20.000000000000000000000000000000","30400.000000000000000000000000000000","DIAPTOMID","469860.000000000000000000000000000000","15.000000000000000000000000000000","0.760000000000000000000000000000"
"ME","2004.000000000000000000000000000000","2004-07-06 00:00:00","1","20.000000000000000000000000000000","20302.000000000000000000000000000000","DIACYCLOPS THOMASI","4520.000000000000000000000000000000","16.000000000000000000000000000000","0.740000000000000000000000000000"
"ME","2004.000000000000000000000000000000","2004-08-03 00:00:00","1","20.000000000000000000000000000000","51103.000000000000000000000000000000","DAPHNIA MENDOTAE","560.000000000000000000000000000000","2.000000000000000000000000000000","0.920000000000000000000000000000"
"ME","2004.000000000000000000000000000000","2004-08-16 00:00:00","1","20.000000000000000000000000000000","51103.000000000000000000000000000000","DAPHNIA MENDOTAE","840.000000000000000000000000000000","4.000000000000000000000000000000","0.930000000000000000000000000000"
"ME","2004.000000000000000000000000000000","2004-08-16 00:00:00","1","20.000000000000000000000000000000","51202.000000000000000000000000000000","DIAPHANOSOMA BIRGEI","280.000000000000000000000000000000","1.000000000000000000000000000000","1.160000000000000000000000000000"
"ME","2004.000000000000000000000000000000","2004-08-16 00:00:00","1","20.000000000000000000000000000000","30400.000000000000000000000000000000","DIAPTOMID","54320.000000000000000000000000000000","30.000000000000000000000000000000","0.670000000000000000000000000000"
"ME","2004.000000000000000000000000000000","2004-08-16 00:00:00","1","20.000000000000000000000000000000","10000.000000000000000000000000000000","COPEPOD NAUPLII","61120.000000000000000000000000000000","0.000000000000000000000000000000",""
"ME","2004.000000000000000000000000000000","2004-10-05 00:00:00","1","20.000000000000000000000000000000","30400.000000000000000000000000000000","DIAPTOMID","43580.000000000000000000000000000000","30.000000000000000000000000000000","0.900000000000000000000000000000"
"ME","2004.000000000000000000000000000000","2004-11-03 00:00:00","1","20.000000000000000000000000000000","30901.000000000000000000000000000000","AGLAODIAPTOMUS CLAVIPES","7360.000000000000000000000000000000","26.000000000000000000000000000000","1.910000000000000000000000000000"
"MO","2004.000000000000000000000000000000","2004-07-07 00:00:00","1","20.000000000000000000000000000000","51100.000000000000000000000000000000","DAPHNIA","340.000000000000000000000000000000","0.000000000000000000000000000000",""
"MO","2004.000000000000000000000000000000","2004-07-07 00:00:00","1","20.000000000000000000000000000000","10000.000000000000000000000000000000","COPEPOD NAUPLII","68020.000000000000000000000000000000","0.000000000000000000000000000000",""
"MO","2004.000000000000000000000000000000","2004-08-06 00:00:00","1","20.000000000000000000000000000000","20901.000000000000000000000000000000","TROPOCYCLOPS PRASINUS MEXICANUS","860.000000000000000000000000000000","1.000000000000000000000000000000","0.680000000000000000000000000000"
"MO","2004.000000000000000000000000000000","2004-08-16 00:00:00","1","20.000000000000000000000000000000","30400.000000000000000000000000000000","DIAPTOMID","136320.000000000000000000000000000000","30.000000000000000000000000000000","0.900000000000000000000000000000"
"MO","2004.000000000000000000000000000000","2004-09-08 00:00:00","1","20.000000000000000000000000000000","20302.000000000000000000000000000000","DIACYCLOPS THOMASI","2580.000000000000000000000000000000","3.000000000000000000000000000000","0.910000000000000000000000000000"
"MO","2004.000000000000000000000000000000","2004-09-08 00:00:00","1","20.000000000000000000000000000000","10000.000000000000000000000000000000","COPEPOD NAUPLII","71160.000000000000000000000000000000","0.000000000000000000000000000000",""
"ME","2005.000000000000000000000000000000","2005-04-25 00:00:00","1","20.000000000000000000000000000000","10000.000000000000000000000000000000","COPEPOD NAUPLII","335240.000000000000000000000000000000","0.000000000000000000000000000000",""
"ME","2005.000000000000000000000000000000","2005-05-09 00:00:00","1","20.000000000000000000000000000000","51130.000000000000000000000000000000","DAPHNIA PULICARIA","328500.000000000000000000000000000000","30.000000000000000000000000000000","1.490000000000000000000000000000"
"ME","2005.000000000000000000000000000000","2005-05-09 00:00:00","1","20.000000000000000000000000000000","30400.000000000000000000000000000000","DIAPTOMID","2580.000000000000000000000000000000","0.000000000000000000000000000000",""
"ME","2005.000000000000000000000000000000","2005-06-06 00:00:00","1","20.000000000000000000000000000000","30901.000000000000000000000000000000","AGLAODIAPTOMUS CLAVIPES","15560.000000000000000000000000000000","30.000000000000000000000000000000","1.540000000000000000000000000000"
"ME","2005.000000000000000000000000000000","2005-06-06 00:00:00","1","20.000000000000000000000000000000","10000.000000000000000000000000000000","COPEPOD NAUPLII","372120.000000000000000000000000000000","0.000000000000000000000000000000",""
"ME","2005.000000000000000000000000000000","2005-06-20 00:00:00","1","20.000000000000000000000000000000","20000.000000000000000000000000000000","CYCLOPOID","8580.000000000000000000000000000000","10.000000000000000000000000000000","0.420000000000000000000000000000"
"ME","2005.000000000000000000000000000000","2005-06-20 00:00:00","1","20.000000000000000000000000000000","30400.000000000000000000000000000000","DIAPTOMID","64300.000000000000000000000000000000","0.000000000000000000000000000000",""
"WI","2007.000000000000000000000000000000","2007-10-31 00:00:00","1","3.000000000000000000000000000000","30400.000000000000000000000000000000","DIAPTOMID","14854.000000000000000000000000000000","",""
"WI","2007.000000000000000000000000000000","2007-10-31 00:00:00","1","3.000000000000000000000000000000","51000.000000000000000000000000000000","CHYDORUS","707.000000000000000000000000000000","3.000000000000000000000000000000","0.270000000000000000000000000000"
"WI","2007.000000000000000000000000000000","2007-10-31 00:00:00","1","3.000000000000000000000000000000","51107.000000000000000000000000000000","DAPHNIA RETROCURVA","15798.000000000000000000000000000000","67.000000000000000000000000000000","0.860000000000000000000000000000"
"WI","2007.000000000000000000000000000000","2007-03-08 00:00:00","1","3.000000000000000000000000000000","15000.000000000000000000000000000000","COPEPODITES","14854.000000000000000000000000000000","21.000000000000000000000000000000","0.440000000000000000000000000000"
"WI","2007.000000000000000000000000000000","2007-03-08 00:00:00","1","3.000000000000000000000000000000","20302.000000000000000000000000000000","DIACYCLOPS THOMASI","103274.000000000000000000000000000000","",""
"WI","2007.000000000000000000000000000000","2007-07-11 00:00:00","1","3.000000000000000000000000000000","51000.000000000000000000000000000000","CHYDORUS","3301.000000000000000000000000000000","12.000000000000000000000000000000","0.280000000000000000000000000000"
"WI","2007.000000000000000000000000000000","2007-08-08 00:00:00","1","3.000000000000000000000000000000","30400.000000000000000000000000000000","DIAPTOMID","6366.000000000000000000000000000000","",""
"WI","2007.000000000000000000000000000000","2007-09-05 00:00:00","1","3.000000000000000000000000000000","51202.000000000000000000000000000000","DIAPHANOSOMA BIRGEI","11553.000000000000000000000000000000","49.000000000000000000000000000000","0.730000000000000000000000000000"
"ME","2007.000000000000000000000000000000","2007-01-03 00:00:00","1","20.000000000000000000000000000000","51103.000000000000000000000000000000","DAPHNIA MENDOTAE","9196.000000000000000000000000000000","21.000000000000000000000000000000","1.680000000000000000000000000000"
"ME","2007.000000000000000000000000000000","2007-02-19 00:00:00","1","20.000000000000000000000000000000","20302.000000000000000000000000000000","DIACYCLOPS THOMASI","2829.000000000000000000000000000000","",""
"ME","1997.000000000000000000000000000000","1997-06-11 00:00:00","1","18.000000000000000000000000000000","51100.000000000000000000000000000000","DAPHNIA","1422.000000000000000000000000000000","4.000000000000000000000000000000","0.800000000000000000000000000000"
"ME","1997.000000000000000000000000000000","1997-05-02 00:00:00","1","18.000000000000000000000000000000","30901.000000000000000000000000000000","AGLAODIAPTOMUS CLAVIPES","20160.000000000000000000000000000000","14.000000000000000000000000000000","1.870000000000000000000000000000"
"ME","1997.000000000000000000000000000000","1997-04-21 00:00:00","1","18.000000000000000000000000000000","30901.000000000000000000000000000000","AGLAODIAPTOMUS CLAVIPES","4248.000000000000000000000000000000","15.000000000000000000000000000000","1.850000000000000000000000000000"
"ME","1997.000000000000000000000000000000","1997-04-09 00:00:00","1","18.000000000000000000000000000000","20000.000000000000000000000000000000","CYCLOPOID","70398.000000000000000000000000000000","15.000000000000000000000000000000","0.570000000000000000000000000000"
"ME","1997.000000000000000000000000000000","1997-04-09 00:00:00","1","18.000000000000000000000000000000","51000.000000000000000000000000000000","CHYDORUS","9720.000000000000000000000000000000","15.000000000000000000000000000000","0.360000000000000000000000000000"
"ME","1997.000000000000000000000000000000","1997-01-14 00:00:00","1","18.000000000000000000000000000000","30400.000000000000000000000000000000","DIAPTOMID","33984.000000000000000000000000000000","15.000000000000000000000000000000","0.950000000000000000000000000000"
"ME","1997.000000000000000000000000000000","1997-01-14 00:00:00","1","18.000000000000000000000000000000","30000.000000000000000000000000000000","CALANOID","1872.000000000000000000000000000000","10.000000000000000000000000000000","0.800000000000000000000000000000"
"ME","1998.000000000000000000000000000000","1998-10-27 00:00:00","1","18.000000000000000000000000000000","30400.000000000000000000000000000000","DIAPTOMID","77400.000000000000000000000000000000","15.000000000000000000000000000000","1.020000000000000000000000000000"
"ME","1998.000000000000000000000000000000","1998-10-27 00:00:00","1","18.000000000000000000000000000000","51103.000000000000000000000000000000","DAPHNIA MENDOTAE","14310.000000000000000000000000000000","26.000000000000000000000000000000","1.420000000000000000000000000000"
"ME","1998.000000000000000000000000000000","1998-10-27 00:00:00","1","18.000000000000000000000000000000","51107.000000000000000000000000000000","DAPHNIA RETROCURVA","522.000000000000000000000000000000","1.000000000000000000000000000000","1.400000000000000000000000000000"
"ME","1998.000000000000000000000000000000","1998-10-27 00:00:00","1","18.000000000000000000000000000000","51100.000000000000000000000000000000","DAPHNIA","62064.000000000000000000000000000000","25.000000000000000000000000000000","0.860000000000000000000000000000"
"ME","1998.000000000000000000000000000000","1998-09-02 00:00:00","1","18.000000000000000000000000000000","51103.000000000000000000000000000000","DAPHNIA MENDOTAE","2484.000000000000000000000000000000","14.000000000000000000000000000000","1.690000000000000000000000000000"
"ME","1998.000000000000000000000000000000","1998-09-02 00:00:00","1","18.000000000000000000000000000000","51100.000000000000000000000000000000","DAPHNIA","4248.000000000000000000000000000000","24.000000000000000000000000000000","0.760000000000000000000000000000"
"ME","1998.000000000000000000000000000000","1998-09-02 00:00:00","1","18.000000000000000000000000000000","52301.000000000000000000000000000000","LEPTODORA KINDTI","108.000000000000000000000000000000","7.000000000000000000000000000000","4.570000000000000000000000000000"
"ME","1998.000000000000000000000000000000","1998-08-02 00:00:00","1","18.000000000000000000000000000000","52301.000000000000000000000000000000","LEPTODORA KINDTI","108.000000000000000000000000000000","8.000000000000000000000000000000","5.050000000000000000000000000000"
"ME","1998.000000000000000000000000000000","1998-08-18 00:00:00","1","18.000000000000000000000000000000","52301.000000000000000000000000000000","LEPTODORA KINDTI","162.000000000000000000000000000000","11.000000000000000000000000000000","5.570000000000000000000000000000"
"ME","1998.000000000000000000000000000000","1998-09-02 00:00:00","1","18.000000000000000000000000000000","20100.000000000000000000000000000000","ACANTHOCYCLOPS","8478.000000000000000000000000000000","15.000000000000000000000000000000","0.790000000000000000000000000000"
"ME","1998.000000000000000000000000000000","1998-08-02 00:00:00","1","18.000000000000000000000000000000","30000.000000000000000000000000000000","CALANOID","151902.000000000000000000000000000000","15.000000000000000000000000000000","0.790000000000000000000000000000"
"ME","1998.000000000000000000000000000000","1998-08-02 00:00:00","1","18.000000000000000000000000000000","20000.000000000000000000000000000000","CYCLOPOID","30168.000000000000000000000000000000","16.000000000000000000000000000000","0.750000000000000000000000000000"
"ME","1998.000000000000000000000000000000","1998-08-02 00:00:00","1","18.000000000000000000000000000000","51103.000000000000000000000000000000","DAPHNIA MENDOTAE","2826.000000000000000000000000000000","8.000000000000000000000000000000","1.650000000000000000000000000000"
"ME","1999.000000000000000000000000000000","1999-07-19 00:00:00","1","20.000000000000000000000000000000","51103.000000000000000000000000000000","DAPHNIA MENDOTAE","360.000000000000000000000000000000","2.000000000000000000000000000000","2.100000000000000000000000000000"
"ME","1999.000000000000000000000000000000","1999-07-19 00:00:00","1","20.000000000000000000000000000000","51100.000000000000000000000000000000","DAPHNIA","1600.000000000000000000000000000000","9.000000000000000000000000000000","0.780000000000000000000000000000"
"ME","1999.000000000000000000000000000000","1999-07-19 00:00:00","1","20.000000000000000000000000000000","51202.000000000000000000000000000000","DIAPHANOSOMA BIRGEI","180.000000000000000000000000000000","1.000000000000000000000000000000","0.880000000000000000000000000000"
"ME","1999.000000000000000000000000000000","1999-07-19 00:00:00","1","20.000000000000000000000000000000","52301.000000000000000000000000000000","LEPTODORA KINDTI","540.000000000000000000000000000000","15.000000000000000000000000000000","4.230000000000000000000000000000"
"ME","1999.000000000000000000000000000000","1999-06-21 00:00:00","1","20.000000000000000000000000000000","10000.000000000000000000000000000000","COPEPOD NAUPLII","110300.000000000000000000000000000000","15.000000000000000000000000000000","0.180000000000000000000000000000"
"ME","1999.000000000000000000000000000000","1999-06-21 00:00:00","1","20.000000000000000000000000000000","51000.000000000000000000000000000000","CHYDORUS","360.000000000000000000000000000000","1.000000000000000000000000000000","0.200000000000000000000000000000"
"ME","1999.000000000000000000000000000000","1999-06-07 00:00:00","1","20.000000000000000000000000000000","30901.000000000000000000000000000000","AGLAODIAPTOMUS CLAVIPES","8480.000000000000000000000000000000","12.000000000000000000000000000000","1.970000000000000000000000000000"
"ME","1999.000000000000000000000000000000","1999-06-07 00:00:00","1","20.000000000000000000000000000000","30400.000000000000000000000000000000","DIAPTOMID","78140.000000000000000000000000000000","15.000000000000000000000000000000","1.010000000000000000000000000000"
"ME","2005.000000000000000000000000000000","2005-07-05 00:00:00","1","20.000000000000000000000000000000","20601.000000000000000000000000000000","MESOCYCLOPS EDAX","3420.000000000000000000000000000000","0.000000000000000000000000000000",""
"ME","2005.000000000000000000000000000000","2005-07-18 00:00:00","1","20.000000000000000000000000000000","20000.000000000000000000000000000000","CYCLOPOID","10280.000000000000000000000000000000","12.000000000000000000000000000000","0.550000000000000000000000000000"
"ME","2005.000000000000000000000000000000","2005-07-18 00:00:00","1","20.000000000000000000000000000000","51105.000000000000000000000000000000","DAPHNIA PARVULA","7080.000000000000000000000000000000","25.000000000000000000000000000000","0.900000000000000000000000000000"
"ME","2005.000000000000000000000000000000","2005-07-18 00:00:00","1","20.000000000000000000000000000000","20302.000000000000000000000000000000","DIACYCLOPS THOMASI","10280.000000000000000000000000000000","0.000000000000000000000000000000",""
"ME","2005.000000000000000000000000000000","2005-08-01 00:00:00","1","20.000000000000000000000000000000","51130.000000000000000000000000000000","DAPHNIA PULICARIA","35660.000000000000000000000000000000","30.000000000000000000000000000000","1.720000000000000000000000000000"
"ME","2005.000000000000000000000000000000","2005-08-01 00:00:00","1","20.000000000000000000000000000000","51100.000000000000000000000000000000","DAPHNIA","1140.000000000000000000000000000000","4.000000000000000000000000000000","0.590000000000000000000000000000"
"ME","2005.000000000000000000000000000000","2005-08-29 00:00:00","1","20.000000000000000000000000000000","30901.000000000000000000000000000000","AGLAODIAPTOMUS CLAVIPES","6800.000000000000000000000000000000","24.000000000000000000000000000000","1.620000000000000000000000000000"
"ME","2005.000000000000000000000000000000","2005-08-29 00:00:00","1","20.000000000000000000000000000000","51107.000000000000000000000000000000","DAPHNIA RETROCURVA","280.000000000000000000000000000000","1.000000000000000000000000000000","1.840000000000000000000000000000"
"ME","2005.000000000000000000000000000000","2005-09-26 00:00:00","1","20.000000000000000000000000000000","51000.000000000000000000000000000000","CHYDORUS","280.000000000000000000000000000000","1.000000000000000000000000000000","0.240000000000000000000000000000"
"ME","2005.000000000000000000000000000000","2005-09-26 00:00:00","1","20.000000000000000000000000000000","51100.000000000000000000000000000000","DAPHNIA","840.000000000000000000000000000000","0.000000000000000000000000000000",""
"ME","2005.000000000000000000000000000000","2005-11-02 00:00:00","1","20.000000000000000000000000000000","20100.000000000000000000000000000000","ACANTHOCYCLOPS","2580.000000000000000000000000000000","0.000000000000000000000000000000",""
"ME","2005.000000000000000000000000000000","2005-11-02 00:00:00","1","20.000000000000000000000000000000","20000.000000000000000000000000000000","CYCLOPOID","5140.000000000000000000000000000000","6.000000000000000000000000000000","0.390000000000000000000000000000"
"ME","2005.000000000000000000000000000000","2005-11-02 00:00:00","1","20.000000000000000000000000000000","51103.000000000000000000000000000000","DAPHNIA MENDOTAE","126760.000000000000000000000000000000","30.000000000000000000000000000000","1.260000000000000000000000000000"
"ME","2005.000000000000000000000000000000","2005-11-02 00:00:00","1","20.000000000000000000000000000000","51130.000000000000000000000000000000","DAPHNIA PULICARIA","35940.000000000000000000000000000000","30.000000000000000000000000000000","1.480000000000000000000000000000"
"ME","2005.000000000000000000000000000000","2005-11-30 00:00:00","1","20.000000000000000000000000000000","30901.000000000000000000000000000000","AGLAODIAPTOMUS CLAVIPES","22640.000000000000000000000000000000","30.000000000000000000000000000000","1.940000000000000000000000000000"
"ME","2005.000000000000000000000000000000","2005-11-30 00:00:00","1","20.000000000000000000000000000000","51202.000000000000000000000000000000","DIAPHANOSOMA BIRGEI","280.000000000000000000000000000000","1.000000000000000000000000000000","0.960000000000000000000000000000"
"ME","2006.000000000000000000000000000000","2006-03-06 00:00:00","1","20.000000000000000000000000000000","30901.000000000000000000000000000000","AGLAODIAPTOMUS CLAVIPES","5660.000000000000000000000000000000","20.000000000000000000000000000000","1.870000000000000000000000000000"
"ME","2006.000000000000000000000000000000","2006-11-27 00:00:00","1","20.000000000000000000000000000000","51100.000000000000000000000000000000","DAPHNIA","3680.000000000000000000000000000000","0.000000000000000000000000000000",""
"ME","2006.000000000000000000000000000000","2006-11-27 00:00:00","1","20.000000000000000000000000000000","53601.000000000000000000000000000000","SINOBOSMINA FRYEI","560.000000000000000000000000000000","2.000000000000000000000000000000","0.600000000000000000000000000000"
"MO","2006.000000000000000000000000000000","2006-06-13 00:00:00","1","20.000000000000000000000000000000","20100.000000000000000000000000000000","ACANTHOCYCLOPS","1415.000000000000000000000000000000","",""
"MO","2006.000000000000000000000000000000","2006-06-13 00:00:00","1","20.000000000000000000000000000000","30400.000000000000000000000000000000","DIAPTOMID","132983.000000000000000000000000000000","",""
"MO","2005.000000000000000000000000000000","2005-05-10 00:00:00","1","20.000000000000000000000000000000","10000.000000000000000000000000000000","COPEPOD NAUPLII","253233.000000000000000000000000000000","",""
"MO","2005.000000000000000000000000000000","2005-05-10 00:00:00","1","20.000000000000000000000000000000","51130.000000000000000000000000000000","DAPHNIA PULICARIA","306049.000000000000000000000000000000","146.000000000000000000000000000000","1.060000000000000000000000000000"
"ME","2001.000000000000000000000000000000","2001-08-27 00:00:00","1","20.000000000000000000000000000000","30901.000000000000000000000000000000","AGLAODIAPTOMUS CLAVIPES","5660.000000000000000000000000000000","15.000000000000000000000000000000","1.910000000000000000000000000000"
"ME","2001.000000000000000000000000000000","2001-08-27 00:00:00","1","20.000000000000000000000000000000","20302.000000000000000000000000000000","DIACYCLOPS THOMASI","8580.000000000000000000000000000000","10.000000000000000000000000000000","0.760000000000000000000000000000"
"ME","2001.000000000000000000000000000000","2001-08-13 00:00:00","1","20.000000000000000000000000000000","30400.000000000000000000000000000000","DIAPTOMID","220780.000000000000000000000000000000","15.000000000000000000000000000000","0.870000000000000000000000000000"
"ME","2001.000000000000000000000000000000","2001-07-16 00:00:00","1","20.000000000000000000000000000000","10000.000000000000000000000000000000","COPEPOD NAUPLII","100740.000000000000000000000000000000","15.000000000000000000000000000000","0.200000000000000000000000000000"
"ME","1998.000000000000000000000000000000","1998-03-26 00:00:00","1","18.000000000000000000000000000000","20000.000000000000000000000000000000","CYCLOPOID","25848.000000000000000000000000000000","15.000000000000000000000000000000","1.020000000000000000000000000000"
"ME","1998.000000000000000000000000000000","1998-03-26 00:00:00","1","18.000000000000000000000000000000","51130.000000000000000000000000000000","DAPHNIA PULICARIA","23346.000000000000000000000000000000","50.000000000000000000000000000000","1.800000000000000000000000000000"
"ME","1998.000000000000000000000000000000","1998-03-26 00:00:00","1","18.000000000000000000000000000000","51100.000000000000000000000000000000","DAPHNIA","360.000000000000000000000000000000","1.000000000000000000000000000000","0.720000000000000000000000000000"
"ME","1998.000000000000000000000000000000","1998-02-06 00:00:00","1","18.000000000000000000000000000000","30901.000000000000000000000000000000","AGLAODIAPTOMUS CLAVIPES","4590.000000000000000000000000000000","15.000000000000000000000000000000","1.850000000000000000000000000000"
"ME","1998.000000000000000000000000000000","1998-02-06 00:00:00","1","18.000000000000000000000000000000","51000.000000000000000000000000000000","CHYDORUS","2826.000000000000000000000000000000","15.000000000000000000000000000000","0.400000000000000000000000000000"
"ME","1998.000000000000000000000000000000","1998-02-06 00:00:00","1","18.000000000000000000000000000000","51130.000000000000000000000000000000","DAPHNIA PULICARIA","7074.000000000000000000000000000000","39.000000000000000000000000000000","1.540000000000000000000000000000"
"ME","1998.000000000000000000000000000000","1998-03-13 00:00:00","1","18.000000000000000000000000000000","10000.000000000000000000000000000000","COPEPOD NAUPLII","40320.000000000000000000000000000000","15.000000000000000000000000000000","0.150000000000000000000000000000"
"ME","2000.000000000000000000000000000000","2000-04-25 00:00:00","1","20.000000000000000000000000000000","30400.000000000000000000000000000000","DIAPTOMID","164621.000000000000000000000000000000","15.000000000000000000000000000000","1.090000000000000000000000000000"
"ME","2000.000000000000000000000000000000","2000-05-09 00:00:00","1","20.000000000000000000000000000000","51130.000000000000000000000000000000","DAPHNIA PULICARIA","308219.000000000000000000000000000000","32.000000000000000000000000000000","1.220000000000000000000000000000"
"ME","2000.000000000000000000000000000000","2000-04-10 00:00:00","1","20.000000000000000000000000000000","10000.000000000000000000000000000000","COPEPOD NAUPLII","474785.000000000000000000000000000000","15.000000000000000000000000000000","0.170000000000000000000000000000"
"ME","2000.000000000000000000000000000000","2000-04-10 00:00:00","1","20.000000000000000000000000000000","53601.000000000000000000000000000000","SINOBOSMINA FRYEI","354.000000000000000000000000000000","1.000000000000000000000000000000","0.480000000000000000000000000000"
"ME","1996.000000000000000000000000000000","1996-11-25 00:00:00","1","18.000000000000000000000000000000","51100.000000000000000000000000000000","DAPHNIA","846.000000000000000000000000000000","4.000000000000000000000000000000","0.850000000000000000000000000000"
"ME","2000.000000000000000000000000000000","2000-04-10 00:00:00","1","20.000000000000000000000000000000","51103.000000000000000000000000000000","DAPHNIA MENDOTAE","6366.000000000000000000000000000000","18.000000000000000000000000000000","1.690000000000000000000000000000"
"ME","1996.000000000000000000000000000000","1996-11-08 00:00:00","1","18.000000000000000000000000000000","51103.000000000000000000000000000000","DAPHNIA MENDOTAE","14850.000000000000000000000000000000","28.000000000000000000000000000000","1.340000000000000000000000000000"
